row_id,live_id,content,label,base_probability,base_prediction,qwen_routed,qwen_label,gate_prediction,prediction_changed,corrected,harmed
douyin-test-000443,56697889278,这个麻酱鸡蛋很好吃，我已经多次购买了,1,0.74892578125,1,True,1,1,False,False,False
douyin-test-000463,56697889278,下单2号商品,0,0.69716796875,1,True,1,1,False,False,False
douyin-test-000466,56697889278,衬衣真好看,1,0.7910888671875,1,True,1,1,False,False,False
douyin-test-000468,56697889278,划算,1,0.7896484375,1,True,0,0,True,False,True
douyin-test-000471,56697889278,生吃的,0,0.384735107421875,0,True,1,1,True,False,True
douyin-test-000493,56697889278,长寿龙须面很久没见了,1,0.219940185546875,0,True,1,1,True,True,False
douyin-test-000499,56697889278,喜欢吃油炸带鱼,1,0.4863525390625,0,True,1,1,True,True,False
douyin-test-000502,56697889278,米酒,1,0.7212890625,1,True,0,0,True,False,True
douyin-test-000511,56697889278,米皮,1,0.35986328125,0,True,0,0,False,False,False
douyin-test-000512,56697889278,老母鸡有伐,1,0.31495361328125,0,True,0,0,False,False,False
douyin-test-000521,56697889278,这个米皮今天刚到就吃了，特别好吃,1,0.606689453125,1,True,1,1,False,False,False
douyin-test-000527,56697889278,这款米皮好吃 拍过很多次,1,0.6238525390625,1,True,1,1,False,False,False
douyin-test-000530,56697889278,米皮，白吉馍都好吃,1,0.775,1,True,1,1,False,False,False
douyin-test-000532,56697889278,米皮保质期,1,0.5910400390625,1,True,1,1,False,False,False
douyin-test-000533,56697889278,有铁锅没,1,0.732568359375,1,True,1,1,False,False,False
douyin-test-000536,56697889278,陕西行我买过，很好吃，香,1,0.622509765625,1,True,1,1,False,False,False
douyin-test-000539,56697889278,请回复 保质期,1,0.27579345703125,0,True,1,1,True,True,False
douyin-test-000540,56697889278,想要这个碗呢,1,0.689990234375,1,True,1,1,False,False,False
douyin-test-000541,56697889278,用公筷,0,0.521728515625,1,True,0,0,True,True,False
douyin-test-000542,56697889278,顺便买一买,1,0.649169921875,1,True,1,1,False,False,False
douyin-test-000543,56697889278,保质期越短越健康哟,0,0.227825927734375,0,True,1,1,True,False,True
douyin-test-000545,56697889278,想要这个碗,1,0.755859375,1,True,1,1,False,False,False
douyin-test-000546,56697889278,放点黄瓜,1,0.5518310546875,1,True,0,0,True,False,True
douyin-test-000547,56697889278,这个碗真的很好看，啥时候也卖一下,1,0.8126953125,1,True,1,1,False,False,False
douyin-test-000551,56697889278,再整个肉夹馍,0,0.3942230224609375,0,True,1,1,True,False,True
douyin-test-000576,56697889278,份量有点少，正常情况下的一包的话都有420克呢,0,0.355224609375,0,True,1,1,True,False,True
douyin-test-000577,56697889278,不吃辣的，放别的料也好吃,0,0.6569580078125,1,True,1,1,False,False,False
douyin-test-000586,56697889278,不说一说品尝后的感觉吗,0,0.79384765625,1,True,0,0,True,True,False
douyin-test-000590,56697889278,拍一单试试,0,0.676416015625,1,True,1,1,False,False,False
douyin-test-000599,56697889278,在西安的时候经常吃，加个饼子,0,0.267547607421875,0,True,0,0,False,False,False
douyin-test-000600,56697889278,有人管么,0,0.19749755859375,0,True,0,0,False,False,False
douyin-test-000603,56697889278,要碗要碗,1,0.739208984375,1,True,1,1,False,False,False
douyin-test-000606,56697889278,看看衣服,1,0.6330322265625,1,True,1,1,False,False,False
douyin-test-000612,56697889278,这款玉米买过，太好吃了,1,0.58427734375,1,True,1,1,False,False,False
douyin-test-000613,56697889278,茉莉花茶很好喝，回购过的,1,0.818505859375,1,True,1,1,False,False,False
douyin-test-000615,56697889278,有茉莉花的清香,0,0.7513671875,1,True,1,1,False,False,False
douyin-test-000616,56697889278,这玉米看上去很好吃,1,0.813671875,1,True,1,1,False,False,False
douyin-test-000617,56697889278,下单2号商品,0,0.69716796875,1,True,1,1,False,False,False
douyin-test-000618,56697889278,想要大童自行车,1,0.43074951171875,0,True,1,1,True,True,False
douyin-test-000623,56697889278,办公用品：夹子，笔，本，书包……,1,0.593505859375,1,True,0,0,True,False,True
douyin-test-000627,56697889278,怎么保存,1,0.511962890625,1,True,1,1,False,False,False
douyin-test-000631,56697889278,想要一个家用砂锅,1,0.8109375,1,True,1,1,False,False,False
douyin-test-000632,56697889278,这个价钱也合适,1,0.7260986328125,1,True,0,0,True,False,True
douyin-test-000633,56697889278,这不是水果玉米吧,0,0.81474609375,1,True,1,1,False,False,False
douyin-test-000634,56697889278,玉米用凉水冲一下，放在盘子里，微波炉高火四分钟，特别软糯，放凉也不硬,0,0.3261962890625,0,True,0,0,False,False,False
douyin-test-000639,56697889278,玉米不是应该用个吗？怎么会用汁了呢？,0,0.474755859375,0,True,1,1,True,False,True
douyin-test-000645,56697889278,保质期12个月,0,0.788330078125,1,True,1,1,False,False,False
douyin-test-000646,56697889278,玉米保质期12个月,0,0.673291015625,1,True,1,1,False,False,False
douyin-test-000648,56697889278,蓝莓已到货，新鲜香甜，宇辉团队选品值得信任,1,0.465625,0,True,0,0,False,False,False
douyin-test-000662,56697889278,正在吃这款玉米，好吃，软糯,1,0.76015625,1,True,1,1,False,False,False
douyin-test-000666,56697889278,蒸15分钟,0,0.6326171875,1,True,1,1,False,False,False
douyin-test-000670,56697889278,棒棒哒,0,0.411334228515625,0,True,0,0,False,False,False
douyin-test-000672,56697889278,这玉米特别好吃,1,0.7810546875,1,True,1,1,False,False,False
douyin-test-000680,56697889278,保质期12个月,0,0.788330078125,1,True,0,0,True,True,False
douyin-test-000698,56697889278,给力给力真不错,0,0.6868408203125,1,True,1,1,False,False,False
douyin-test-000705,56697889278,燕麦片橱窗里面有阴山燕麦片,1,0.3919921875,0,True,0,0,False,False,False
douyin-test-000723,56697889278,南瓜没有啦,1,0.228125,0,True,1,1,True,True,False
douyin-test-000727,56697889278,黑豆，黑豆讲讲,1,0.79912109375,1,True,1,1,False,False,False
douyin-test-000728,56697889278,要胡椒粉,1,0.8087890625,1,True,1,1,False,False,False
douyin-test-000729,56697889278,黑豆,1,0.236572265625,0,True,0,0,False,False,False
douyin-test-000730,56697889278,米皮,1,0.35986328125,0,True,1,1,True,True,False
douyin-test-000731,56697889278,熟普洱,1,0.32733154296875,0,True,0,0,False,False,False
douyin-test-000732,56697889278,移动书架,1,0.53671875,1,True,0,0,True,False,True
douyin-test-000733,56697889278,贝果,1,0.27708740234375,0,True,1,1,True,True,False
douyin-test-000735,56697889278,讲黑豆不,1,0.79306640625,1,True,1,1,False,False,False
douyin-test-000738,56697889278,胡椒粉,1,0.69970703125,1,True,1,1,False,False,False
douyin-test-000739,56697889278,糖尿病人能吃贝贝南瓜吗？,1,0.7455078125,1,True,1,1,False,False,False
douyin-test-000741,56697889278,海参,1,0.482952880859375,0,True,1,1,True,True,False
douyin-test-000750,56697889278,5号茉莉花茶无限回购，做茉莉奶茶无敌,1,0.5024658203125,1,True,1,1,False,False,False
douyin-test-000756,56697889278,不用拌 直接吃,0,0.78291015625,1,True,1,1,False,False,False
douyin-test-000758,56697889278,彩椒不辣吧,1,0.332470703125,0,True,1,1,True,True,False
douyin-test-000762,56697889278,想吃凉皮,1,0.4100509643554687,0,True,1,1,True,True,False
douyin-test-000764,56697889278,这一碗米皮看着就有点诱人,1,0.2234375,0,True,1,1,True,True,False
douyin-test-000765,56697889278,米皮很好吃，买了很多次了,1,0.42403564453125,0,True,1,1,True,True,False
douyin-test-000769,56697889278,汉中米皮没有面筋,0,0.1893890380859375,0,True,1,1,True,False,True
douyin-test-000772,56697889278,不用加热的,0,0.747705078125,1,True,0,0,True,True,False
douyin-test-000774,56697889278,看着真香,1,0.54951171875,1,True,1,1,False,False,False
douyin-test-000782,56697889278,胡萝卜上点小的,1,0.75634765625,1,True,1,1,False,False,False
douyin-test-000788,56697889278,我想吃,1,0.572998046875,1,True,0,0,True,False,True
douyin-test-000799,56697889278,很方便,1,0.5265380859375,1,True,0,0,True,False,True
douyin-test-000802,56697889278,给个成品近景,0,0.701171875,1,True,0,0,True,True,False
douyin-test-000804,56697889278,不放辣椒吃 可以吗,1,0.6415191650390625,1,True,1,1,False,False,False
douyin-test-000808,56697889278,看着真香,1,0.54951171875,1,True,1,1,False,False,False
douyin-test-000812,56697889278,馍怎么加热,1,0.683984375,1,True,1,1,False,False,False
douyin-test-000815,56697889278,要喝冰封,1,0.460113525390625,0,True,1,1,True,True,False
douyin-test-000820,56697889278,美歹,0,0.32265625,0,True,0,0,False,False,False
douyin-test-000826,56697889278,哪天有铁锅卖,1,0.703271484375,1,True,1,1,False,False,False
douyin-test-000833,56697889278,配个蒜瓣,0,0.795263671875,1,True,0,0,True,True,False
douyin-test-000835,56697889278,喷空,0,0.5795166015625,1,True,0,0,True,True,False
douyin-test-000845,56697889278,这辣椒挺辣的吧,1,0.191815185546875,0,True,1,1,True,True,False
douyin-test-000846,56697889278,常温保存即可,0,0.664892578125,1,True,1,1,False,False,False
douyin-test-000852,56697889278,来瓶海碧，哈哈,1,0.456103515625,0,True,0,0,False,False,False
douyin-test-000854,56697889278,香油缺货几天，小传熙上点点,1,0.324755859375,0,True,1,1,True,True,False
douyin-test-000856,56697889278,米皮是软的,0,0.525146484375,1,True,1,1,False,False,False
douyin-test-000863,56697889278,不加热不冷吗,0,0.819677734375,1,True,0,0,True,True,False
douyin-test-000865,56697889278,看着好辣,0,0.288720703125,0,True,1,1,True,False,True
douyin-test-000869,56697889278,馍怎么保存？,1,0.7345458984375,1,True,1,1,False,False,False
douyin-test-000876,56697889278,那些不吃了吗？,0,0.2526763916015625,0,True,1,1,True,False,True
douyin-test-000882,56697889278,白吉饼可以油炸，吃油炸馍，加炸串，好吃,0,0.36556396484375,0,True,1,1,True,False,True
douyin-test-000883,56697889278,去年买很好吃今天又拍了,1,0.378173828125,0,True,1,1,True,True,False
douyin-test-000887,56697889278,很香,1,0.7818359375,1,True,0,0,True,False,True
douyin-test-000900,56697889278,给个茶水的近景看看,1,0.791357421875,1,True,1,1,False,False,False
douyin-test-000902,56697889278,苹果收到货和直播间一样吗,1,0.784765625,1,True,1,1,False,False,False
douyin-test-000914,56697889278,人体工学椅,1,0.74697265625,1,True,1,1,False,False,False
douyin-test-000918,56697889278,东北苹果不发货呢,0,0.2735107421875,0,True,1,1,True,False,True
douyin-test-000927,56697889278,一直吃这个苹果,0,0.5090087890625,1,True,1,1,False,False,False
douyin-test-000928,56697889278,啥时候再来个珍珠专场,1,0.6390625,1,True,1,1,False,False,False
douyin-test-000939,56697889278,苹果回购了几次，好吃,1,0.736767578125,1,True,1,1,False,False,False
douyin-test-000943,56697889278,好吃得很，回购几次了,1,0.3762939453125,0,True,1,1,True,True,False
douyin-test-000946,56697889278,正在吃，这个洛川苹果真的好吃,1,0.73916015625,1,True,1,1,False,False,False
douyin-test-000950,56697889278,中果没货,1,0.21298828125,0,True,1,1,True,True,False
douyin-test-000955,56697889278,买了这个玉米 好吃 黏糊,1,0.48394775390625,0,True,1,1,True,True,False
douyin-test-000957,56697889278,粘豆包来点,1,0.4549072265625,0,True,1,1,True,True,False
douyin-test-000962,56697889278,黑玉米,1,0.6600830078125,1,True,0,0,True,False,True
douyin-test-000974,56697889278,想买电饼铛,1,0.78115234375,1,True,1,1,False,False,False
douyin-test-000975,56697889278,好治,1,0.43671875,0,True,0,0,False,False,False
douyin-test-000977,56697889278,今天会有深航直播吗,1,0.3584228515625,0,True,1,1,True,True,False
douyin-test-000992,56697889278,再上点鲈鱼,1,0.59306640625,1,True,1,1,False,False,False
douyin-test-000998,56697889278,西梅,1,0.483740234375,0,True,1,1,True,True,False
douyin-test-000999,56697889278,讲一下小萨牛牛的口味吧！讲一下小萨牛牛的口味吧！讲一下小萨牛牛的口味吧！,1,0.62030029296875,1,True,1,1,False,False,False
douyin-test-001002,56697889278,鲜花酥好好吃，再上点吧,1,0.754541015625,1,True,1,1,False,False,False
douyin-test-001006,56697889278,传熙这发型真的一般啊,0,0.30045166015625,0,True,0,0,False,False,False
douyin-test-001007,56697889278,讲一下小萨牛牛的口味吧！讲一下小萨牛牛的口味吧！,1,0.7150146484375,1,True,1,1,False,False,False
douyin-test-001008,56697889278,红枣,1,0.77314453125,1,True,0,0,True,False,True
douyin-test-001014,56697889278,玫瑰花瓣什么时候返场呀,1,0.759130859375,1,True,1,1,False,False,False
douyin-test-001017,56697889278,说说鲜花啊,1,0.705712890625,1,True,1,1,False,False,False
douyin-test-001019,56697889278,这个皮特厚,0,0.49422607421875,0,True,0,0,False,False,False
douyin-test-001028,56697889278,也是漏天种植的么,1,0.190948486328125,0,True,1,1,True,True,False
douyin-test-001039,56697889278,苦瓜,1,0.80810546875,1,True,1,1,False,False,False
douyin-test-001041,56697889278,好有食欲,1,0.311944580078125,0,True,0,0,False,False,False
douyin-test-001042,56697889278,谁知道宇辉这次云南路线,0,0.19866943359375,0,True,1,1,True,False,True
douyin-test-001052,56697889278,怎么蒸能这么嫩,1,0.33740234375,0,True,1,1,True,True,False
douyin-test-001055,56697889278,具体的是怎么操作的,1,0.3092041015625,0,True,1,1,True,True,False
douyin-test-001060,56697889278,来一口,0,0.3821533203125,0,True,0,0,False,False,False
douyin-test-001061,56697889278,冲3000,0,0.4436767578125,0,True,1,1,True,False,True
douyin-test-001069,56697889278,詹记的东西好吃,1,0.41715087890625,0,True,1,1,True,True,False
douyin-test-001070,56697889278,挺好吃的，过年的时候我在西双版纳吃过，就是糯米团子,0,0.4347900390625,0,True,0,0,False,False,False
douyin-test-001077,56697889278,不需要加热,0,0.6404296875,1,True,0,0,True,True,False
douyin-test-001078,56697889278,青团不用加热,0,0.30357666015625,0,True,1,1,True,False,True
douyin-test-001079,56697889278,手套又没,1,0.620379638671875,1,True,1,1,False,False,False
douyin-test-001094,56697889278,橱窗有酸甜角,0,0.5818359375,1,True,0,0,True,True,False
douyin-test-001095,56697889278,孩子喜欢吃,0,0.62998046875,1,True,1,1,False,False,False
douyin-test-001097,56697889278,蓝莓还有吧今天,1,0.61923828125,1,True,1,1,False,False,False
douyin-test-001099,56697889278,请问云南高山香蕉拍后几天能收到,1,0.4931396484375,0,True,1,1,True,True,False
douyin-test-001104,56697889278,上地瓜,1,0.280291748046875,0,True,1,1,True,True,False
douyin-test-001111,56697889278,无花果橱窗里有,0,0.61573486328125,1,True,1,1,False,False,False
douyin-test-001117,56697889278,好想吃,1,0.664208984375,1,True,1,1,False,False,False
douyin-test-001123,56697889278,这是中果？,1,0.2090576171875,0,True,1,1,True,True,False
douyin-test-001129,56697889278,非常好,1,0.4171142578125,0,True,0,0,False,False,False
douyin-test-001130,56697889278,小香薯的特点就是甜,0,0.68896484375,1,True,1,1,False,False,False
douyin-test-001132,56697889278,海南红薯老好吃了,0,0.309912109375,0,True,1,1,True,False,True
douyin-test-001140,56697889278,不一样,0,0.18623046875,0,True,0,0,False,False,False
douyin-test-001143,56697889278,你们吃的是什么果,1,0.712841796875,1,True,1,1,False,False,False
douyin-test-001144,56697889278,一层一层的,0,0.4193359375,0,True,0,0,False,False,False
douyin-test-001150,56697889278,对 我们这里的早餐店都有红薯粥,0,0.679345703125,1,True,0,0,True,True,False
douyin-test-001151,56697889278,今天会有大肚锅有上吗？,1,0.6671875,1,True,1,1,False,False,False
douyin-test-001154,56697889278,东北能冻吗,1,0.423565673828125,0,True,1,1,True,True,False
douyin-test-001178,56697889278,绿色,0,0.554931640625,1,True,0,0,True,True,False
douyin-test-001181,56697889278,红薯也可以生吃,0,0.44739990234375,0,True,1,1,True,False,True
douyin-test-001183,56697889278,生的是酸甜的,0,0.78935546875,1,True,1,1,False,False,False
douyin-test-001190,56697889278,甜不甜啊[看],1,0.20367431640625,0,True,1,1,True,True,False
douyin-test-001191,56697889278,今天会有大肚锅有上吗？ 今天会有大肚锅有上吗？,1,0.50057373046875,1,True,1,1,False,False,False
douyin-test-001196,56697889278,今天会有大肚锅有上吗？ 今天会有大肚锅有上吗？ 可以看到吗？,1,0.465728759765625,0,True,1,1,True,True,False
douyin-test-001200,56697889278,铁锅,1,0.2871826171875,0,True,0,0,False,False,False
douyin-test-001201,56697889278,生吃太香了,1,0.2394439697265625,0,True,1,1,True,True,False
douyin-test-001204,56697889278,包饺子,0,0.3593292236328125,0,True,1,1,True,False,True
douyin-test-001212,56697889278,芹菜炒木耳美味又降压[呲牙],0,0.22833251953125,0,True,1,1,True,False,True
douyin-test-001222,56697889278,喝芹菜汁可以降血压,0,0.76611328125,1,True,1,1,False,False,False
douyin-test-001223,56697889278,能生吃 这芹菜质量好,1,0.59287109375,1,True,1,1,False,False,False
douyin-test-001225,56697889278,降压,0,0.5039306640625,1,True,1,1,False,False,False
douyin-test-001230,56697889278,已下单,0,0.43759765625,0,True,0,0,False,False,False
douyin-test-001233,56697889278,什么时候浙江 行？,0,0.4265380859375,0,True,1,1,True,False,True
douyin-test-001236,56697889278,这么整个烤要烤多长时间？,1,0.200482177734375,0,True,1,1,True,True,False
douyin-test-001242,56697889278,这个南瓜一直在回购，口感甜糯超好吃,1,0.7962890625,1,True,1,1,False,False,False
douyin-test-001244,56697889278,蛋羹不会老吗,1,0.740087890625,1,True,1,1,False,False,False
douyin-test-001246,56697889278,不会做的查找教学视频,0,0.335791015625,0,True,0,0,False,False,False
douyin-test-001249,56697889278,放点青椒炒来吃,0,0.575604248046875,1,True,1,1,False,False,False
douyin-test-001250,56697889278,上指甲刀看看,1,0.73466796875,1,True,1,1,False,False,False
douyin-test-001255,56697889278,很糯,1,0.79208984375,1,True,0,0,True,False,True
douyin-test-001257,56697889278,里面没籽吧,1,0.426220703125,0,True,1,1,True,True,False
douyin-test-001262,56697889278,蒸15分钟，捂十分就可以，甜糯口感美美哒,0,0.815234375,1,True,1,1,False,False,False
douyin-test-001263,56697889278,上虎皮猪肘子，虎皮猪肘子，虎皮猪肘子,1,0.1944580078125,0,True,1,1,True,True,False
douyin-test-001265,56697889278,蒸15到20分钟,0,0.5494140625,1,True,1,1,False,False,False
douyin-test-001269,56697889278,南瓜能放半年,0,0.233502197265625,0,True,1,1,True,False,True
douyin-test-001271,56697889278,存放一个月没问题,0,0.3638671875,0,True,0,0,False,False,False
