row_id,platform,split,source_index,live_id,species,content,label,official_background,all_sequence_index,context_json
douyin-train-000914,douyin,train,914,56697889278,生活日杂,中午好,0,该用户可能是在打招呼或活跃气氛，并未直接表达购买意向。,1272,"[""鱼要冷冻么"", ""漂亮"", ""鲜花鲜花"", ""还卖花吗"", ""管理，能不能把无聊的人踢出去""]"
douyin-train-000945,douyin,train,945,56697889278,生活日杂,你穿的是4号链接吗,1,该用户是在询问主播身上展示的服装是否对应商品链接中的4号款式。,1320,"[""啥时候说衣服"", ""都回家了，好好休息"", ""云南咋不发货"", ""东北的，买不了"", ""咸度如何?""]"
douyin-train-000957,douyin,train,957,56697889278,生活日杂,挺不错的,1,该用户觉得直播展示的商品或内容比较满意，有潜在的购买意愿。,1337,"[""流沙"", ""与金沙蛋（麻酱风味）的那个好吃"", ""点赞点赞点赞点赞点赞点赞点赞"", ""不盐吗"", ""甘肃不发货,咋回事？""]"
douyin-train-001308,douyin,train,1308,56697889278,生活日杂,裹个蛋清,0,该用户是在讨论烹饪带鱼时建议用蛋清裹鱼以提升口感或防止散开。,1807,"[""衬衣看看"", ""油要稍微多一点"", ""嘎嘎香"", ""介绍一款适合全家人用的洗发水呗"", ""一号链接带鱼段是几代""]"
douyin-train-001352,douyin,train,1352,56697889278,生活日杂,杯子,1,该用户可能是想询问杯子的购买链接或进一步了解杯子的相关信息。,1876,"[""看着很不错"", ""这个米皮今天刚到就吃了，特别好吃"", ""有不辣的那"", ""发膜，啥时候"", ""这个米皮看着都好吃""]"
douyin-train-001415,douyin,train,1415,56697889278,生活日杂,碗不错,1,该用户想表达的含义是：对这个碗感兴趣，希望购买或了解购买方式。,1969,"[""米皮没了"", ""碗可以做个链接吗"", ""没啦"", ""没了？"", ""没有了""]"
douyin-train-001437,douyin,train,1437,56697889278,生活日杂,这米皮好吃,1,该用户想表达的含义是：这款米皮的口味令人满意，产生了购买兴趣。,2009,"[""一吃一个不吱声"", ""挺好"", ""保质期多久"", ""几号链接没辣椒"", ""没了再加""]"
douyin-train-001438,douyin,train,1438,56697889278,生活日杂,孩子吃的不说话了,0,该用户想表达的含义是：这款食物味道很好，孩子吃得专注到顾不上说话。,2010,"[""挺好"", ""保质期多久"", ""几号链接没辣椒"", ""没了再加"", ""这米皮好吃""]"
douyin-train-001514,douyin,train,1514,56697889278,生活日杂,不错不错,1,该用户可能是在对主播展示的商品或当前直播内容表示认可和满意。,2119,"[""已拍加急发货"", ""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶""]"
douyin-train-001515,douyin,train,1515,56697889278,生活日杂,小贝吃一下南瓜好吃不,1,该用户想询问主播小贝对南瓜口感的评价，以此判断是否值得购买。,2120,"[""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶"", ""不错不错""]"
douyin-train-001560,douyin,train,1560,56697889278,生活日杂,回去要蒸一下好吃，煮了味会淡,0,该用户是在分享对玉米的烹饪建议，认为蒸的方式更能保留风味，暗示对产品品质的认可和潜在的购买意向。,2186,"[""5号杯子没有了吗？"", ""甜吗"", ""甜吗？？？"", ""小贝感冒了吗？"", ""空气炸锅多久可以吃？""]"
douyin-train-001569,douyin,train,1569,56697889278,生活日杂,内衣啥时候卖呢,1,该用户是在询问主播何时会上架或介绍内衣产品，表现出对该商品的购买兴趣和关注。,2199,"[""甜吗这个玉米"", ""蒸几分钟"", ""煮着好吃"", ""有没有甜玉米？"", ""这工作真好，爸妈天天能在直播间见一面孩子""]"
douyin-train-001596,douyin,train,1596,56697889278,生活日杂,有黑糯玉米吗,1,该用户是在询问直播间是否有售卖黑糯玉米这一特定品种的商品。,2242,"[""小贝状态越来越好了"", ""有香米吗"", ""保质期12个月"", ""佛手瓜是有没有"", ""西红柿啥时候有""]"
douyin-train-001621,douyin,train,1621,56697889278,生活日杂,已拍,0,该用户想表达的含义是：我已经下单购买了（玉米）。,2272,"[""拍完了"", ""小贝好好休息"", ""是今年当季的吧"", ""是冷藏还是冷炼"", ""这玉米煮着好吃""]"
douyin-train-001705,douyin,train,1705,56697889278,生活日杂,贝贝刚走,0,该用户想表达的含义是：主播贝贝刚刚离开直播间。,2398,"[""我要净水壶"", ""传熙中午好"", ""水果玉米好吃，上点水果玉米"", ""太累了吧"", ""玉米是熟的吗""]"
douyin-train-001737,douyin,train,1737,56697889278,生活日杂,紫薯有吗,1,该用户是在询问直播间是否有售卖紫薯产品。,2446,"[""今天没有番茄吗"", ""5斤有几个？"", ""非常好吃！面又甜"", ""有牛奶吗"", ""要牛奶""]"
douyin-train-001954,douyin,train,1954,56697889278,生活日杂,贝贝南瓜刚讲过，放心购买,0,该用户是在向其他观众确认主播刚刚介绍过贝贝南瓜的品质，可以放心下单购买。,2755,"[""要香油"", ""很方便"", ""玫瑰花系列啥时候上"", ""确实不辣，再回购"", ""用冷藏吗""]"
douyin-train-002025,douyin,train,2025,56697889278,生活日杂,我想做客服,0,该用户可能是被直播间的美食氛围感染，想参与互动或咨询产品详情，因此表达出希望加入客服团队或获取客服帮助的意愿。,2850,"[""米皮好吃"", ""我一南方人，汉中米皮吃过回购过好吃"", ""好吃不"", ""下午好"", ""真香""]"
douyin-train-002030,douyin,train,2030,56697889278,生活日杂,凉皮夹馍试一下,1,该用户想表达的是对凉皮夹馍这款产品的尝试意愿和购买兴趣。,2860,"[""可得劲儿"", ""不放辣椒 可以吃吗"", ""熙宝好吃吗？"", ""真带劲。吃"", ""真中""]"
douyin-train-002117,douyin,train,2117,56697889278,生活日杂,不能冷藏，常温保存,0,该用户是在询问或确认产品是否需要冷藏，并表达自己更倾向于常温保存的方式。,2974,"[""配个肉夹馍"", ""河南郑州的来了"", ""有儿童去屑的洗发水吗"", ""有染发膏吗？"", ""云南场结束了吗""]"
douyin-train-002146,douyin,train,2146,56697889278,生活日杂,好好吃呀,1,该用户想表达的含义是：对直播中展示的食品表示强烈的喜爱和认可。,3013,"[""饼子卖吗？"", ""短保食品，收到就早点吃完"", ""我都在放碗里后，在微波炉加热一下更好吃，微微辣，很香"", ""吃的真香啊"", ""这个好吃""]"
douyin-train-002206,douyin,train,2206,56697889278,生活日杂,送杯子吗？,1,该用户可能在询问直播间的促销活动是否包含赠送杯子的福利，以此判断是否值得参与购买。,3097,"[""不敢相信你们直播间了！不敢相信你们直播间了！不敢相信你们直播间了！不敢相信你们直播间了！"", ""熙宝云南行唱歌有点害羞，是吗？"", ""这是什么茶"", ""平安喜乐，万事胜意"", ""下午好""]"
douyin-train-002252,douyin,train,2252,56697889278,生活日杂,里面有茉莉花吗,1,该用户是在询问直播中展示的产品是否含有茉莉花成分或原料。,3153,"[""茶叶是属于那种的"", ""有砧板吗"", ""什么口感，介绍一下"", ""什么口感"", ""什么口感介绍一下""]"
douyin-train-002261,douyin,train,2261,56697889278,生活日杂,你是不是胖了,0,该用户可能在委婉地询问主播展示的某款商品（如茶具或容器）是否比之前看起来更厚重或容量更大。,3163,"[""银水杯好漂亮"", ""红薯片有？"", ""看看9号链接"", ""玻璃杯子"", ""是纯香味还是用香精了啊""]"
douyin-train-002262,douyin,train,2262,56697889278,生活日杂,太好吃了,1,该用户想表达的含义是：对当前展示的食品味道非常满意，产生了强烈的购买欲望。,3167,"[""是纯香味还是用香精了啊"", ""你是不是胖了"", ""苹果收到货和直播间一样吗"", ""看看6号链接"", ""苹果和直播间一样吗""]"
douyin-train-002266,douyin,train,2266,56697889278,生活日杂,下午好,0,该用户可能是在礼貌性地打招呼或表示自己刚进入直播间，尚未明确表达购买意向。,3175,"[""61/1.5=40.66666667"", ""能不能讲一下美早樱桃"", ""文和友酱板鸭还返场吗"", ""有没有安吉白茶？"", ""10号链接的贝贝南瓜是粉的吗？""]"
douyin-train-002289,douyin,train,2289,56697889278,生活日杂,拍不了呢,1,该用户可能是在表达自己所在的地区无法下单购买当前直播中提到的商品。,3213,"[""酸吗？"", ""东北地区发货吧"", ""没货了"", ""啥时候卖炒菜铁锅呢"", ""卖不到""]"
douyin-train-002301,douyin,train,2301,56697889278,生活日杂,主播就是吃呀吃,0,该用户想表达的含义是：主播一直在试吃展示的商品（苹果）。,3230,"[""筷子上一下"", ""你的衣服好好看在哪买的"", ""苹果东北地区不发货"", ""啥时候再来个珍珠专场"", ""补货啊""]"
douyin-train-002316,douyin,train,2316,56697889278,生活日杂,中果没货,1,该用户想表达的含义是：中等大小的苹果已经售罄了。,3255,"[""沈阳为啥拍不了呢"", ""朋友们，东北黑米句句好吃"", ""没了"", ""小果看看"", ""苹果好吃""]"
douyin-train-002345,douyin,train,2345,56697889278,生活日杂,在超市买的洛川苹果很好吃,0,该用户是在认可洛川苹果的品质，并暗示对直播间销售的同类产品感兴趣。,3292,"[""小米面 小米面 小米面小米面小米面小米面"", ""过年时沈阳发货了！"", ""东北是真不发呀"", ""芒果"", ""买不到苹果""]"
douyin-train-002387,douyin,train,2387,56697889278,生活日杂,有吃过的吗？好吃吗,1,该用户是在询问其他观众对产品的实际体验和评价，以判断是否值得购买。,3350,"[""发货太慢"", ""甜吗"", ""今天有小番茄吗"", ""不错不错"", ""黑玉米""]"
douyin-train-002393,douyin,train,2393,56697889278,生活日杂,这个海参和以前的海参一样吗,1,该用户是在询问当前展示的海参产品与之前售卖过的版本在品质或口感上是否有差异。,3359,"[""有玉米须吗"", ""300克"", ""有甜一点的水果玉米吗？"", ""需要放冰箱吗"", ""5天8小时，晚上不准加班""]"
douyin-train-002430,douyin,train,2430,56697889278,生活日杂,玉米,1,该用户可能在询问直播中提到的玉米的具体品种或口感特点。,3417,"[""有杂粮米有没有"", ""黄糯玉米是不是甜度高些，？"", ""红枣红枣红枣"", ""放心购买"", ""宇辉还在云南吗？""]"
douyin-train-002433,douyin,train,2433,56697889278,生活日杂,甜糯吗,1,该用户是在询问所提到的玉米是否具有甜味和软糯的口感。,3423,"[""红枣链接"", ""有甜玉米没"", ""米线还有吗云南米线"", ""这个玉米是熟的吗，可以用微波炉吗"", ""玉米是冷冻的吗""]"
douyin-train-002527,douyin,train,2527,56697889278,生活日杂,下午好,0,该用户可能是在礼貌性问候主播或观众，同时暗示自己刚进入直播间并准备参与互动。,3562,"[""荸荠什么时候开卖？"", ""这个豆角就是要烧熟"", ""不错"", ""大米"", ""香水""]"
douyin-train-002530,douyin,train,2530,56697889278,生活日杂,直接炖肉,0,该用户想表达的含义是：询问这款产品是否适合直接用于炖肉烹饪。,3565,"[""大米"", ""香水"", ""下午好"", ""这四季豆嫩"", ""看着真有食欲""]"
douyin-train-002595,douyin,train,2595,56697889278,生活日杂,啥时候有蒸锅,1,该用户是在询问直播间何时会上架蒸锅产品，表达了对购买蒸锅的明确需求和兴趣。,3651,"[""不粘锅什么时候有"", ""珂岸护唇膏今天还上吗"", ""具体的是怎么操作的"", ""有没有蒸锅"", ""啥时有平底锅煎锅""]"
douyin-train-002646,douyin,train,2646,56697889278,生活日杂,甜不,1,该用户是在询问直播展示的食品（可能是青团或其他甜点）的甜度如何。,3723,"[""米线还有吗"", ""牛奶小黄车和橱窗里都有"", ""甜不甜"", ""成都成都成都着急"", ""我们这里就是冷吃的""]"
douyin-train-002671,douyin,train,2671,56697889278,生活日杂,云南米线还有嘛,1,该用户是在询问直播间是否还有云南米线这款商品在售。,3756,"[""会太甜吗"", ""深航的机票什么上？"", ""啥时候能有砧板"", ""有纯牛奶吗？"", ""纯牛奶""]"
douyin-train-002768,douyin,train,2768,56697889278,生活日杂,我看下大果,1,该用户想表达的含义是：我想了解一下大果规格的具体情况。,3901,"[""血糖高的可以吃么？"", ""非常好"", ""小香薯的特点就是甜"", ""糯吗"", ""海南红薯老好吃了""]"
douyin-train-002776,douyin,train,2776,56697889278,生活日杂,比一下大小,1,该用户想表达的含义是：希望主播展示或比较不同规格产品（如大果和中果）的实际尺寸差异。,3913,"[""甜不"", ""口感酸不酸"", ""地瓜地瓜烤地瓜[呲牙]"", ""拔丝地瓜好吃"", ""珂岸护唇膏""]"
douyin-train-002830,douyin,train,2830,56697889278,生活日杂,沈阳拍不了,0,该用户想表达的含义是：沈阳地区不支持购买该商品。,3983,"[""有丝？"", ""感觉好多丝？"", ""看样子有筋，没关系啦"", ""鹏鹏，我要买昨天晚上宇辉身上穿的衣服"", ""不喜欢有丝＋1""]"
douyin-train-002897,douyin,train,2897,56697889278,生活日杂,红的,1,该用户想表达的含义是：询问或确认直播中展示的商品是否有红色款可选。,4076,"[""好吃不"", ""一天班算是白上了，买了好多"", ""绿色"", ""还有紫色也很少见，甚至物理色"", ""都不想""]"
douyin-train-002898,douyin,train,2898,56697889278,生活日杂,这个不错,1,该用户认为当前展示的商品符合自己的喜好或需求，表达了对商品的认可和潜在的购买意向。,4077,"[""一天班算是白上了，买了好多"", ""绿色"", ""还有紫色也很少见，甚至物理色"", ""都不想"", ""红的""]"
douyin-train-003029,douyin,train,3029,56697889278,生活日杂,细嚼慢咽,0,该用户可能是想表达“这个食物需要慢慢品尝才能体会它的美味”。,4262,"[""南瓜饼"", ""有抹茶粉吗"", ""蛋羹蒸南瓜"", ""鹏鹏，你昨天怎么不来元阳抓鱼"", ""舞王，来一个[呲牙][呲牙][呲牙]""]"
douyin-train-003102,douyin,train,3102,56697889278,生活日杂,里面有籽没,1,该用户是在询问产品（可能是南瓜或玉米）内部是否含有籽粒。,4363,"[""有的人真无语，东西降价了还有话说，不知道货卖当时的道理吗"", ""可以的 热量低"", ""下单"", ""保质期多久"", ""甜玉米有么？""]"
douyin-train-003132,douyin,train,3132,56697889278,生活日杂,你们不给答复一下吗 ？ ？ ？,0,该用户可能在催促主播尽快回答之前关于商品储存或配送问题的疑问，表达了对未获及时回应的不满和急切心情。,4407,"[""拍马蹄了，煮了吃"", ""东西还是不错的"", ""上指甲刀"", ""荸荠"", ""生吃 炖汤都可以 清甜的""]"
douyin-train-003139,douyin,train,3139,56697889278,生活日杂,这个是我的最爱，我就生吃,0,该用户想表达的含义是：我非常喜欢这种产品，尤其偏好直接生吃的方式。,4418,"[""山西发货吗"", ""一定要冷藏保存？"", ""熟吃怎么吃"", ""可以 炖椰子鸡"", ""他不是水果吗""]"
douyin-train-003206,douyin,train,3206,56697889278,生活日杂,肉馅里放马蹄很好吃,1,该用户是在分享一种提升肉馅口感的烹饪技巧，暗示对马蹄作为食材的认可和购买兴趣。,4507,"[""通风阴凉处保存"", ""清甜"", ""就像削苹果一样去皮"", ""八珍糕有吗？"", ""微甜""]"
douyin-train-003242,douyin,train,3242,56697889278,生活日杂,芹菜的链接弹下,1,该用户希望主播提供芹菜的购买链接以便下单。,4557,"[""荸荠没了吗？"", ""好便宜"", ""东北玉米好吃的"", ""挖完累的啥也不想干了"", ""玉米""]"
douyin-train-003244,douyin,train,3244,56697889278,生活日杂,甜糯吗,1,该用户是在询问直播中提到的某种食品（可能是玉米或其他甜味食材）的口感是否香甜软糯。,4559,"[""东北玉米好吃的"", ""挖完累的啥也不想干了"", ""玉米"", ""芹菜的链接弹下"", ""主播叫鹏鹏""]"
douyin-train-003360,douyin,train,3360,56697889278,生活日杂,这鱼看起来好好吃啊,1,该用户被直播中展示的鱼所吸引，表达了对产品品质的认可和潜在的购买欲望。,4707,"[""指甲刀"", ""还有玉米吗"", ""红烧，清蒸"", ""哪里发货"", ""玉米收到就能吃吗""]"
douyin-train-003444,douyin,train,3444,56697889278,生活日杂,还在云南吗？,0,该用户可能在询问主播是否仍在云南进行直播带货活动，暗示对云南相关产品的持续关注或购买意向。,4831,"[""有没有儿童成长奶粉"", ""鹏鹏[一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油]吖"", ""没休息，又上班了？"", ""今天有宇辉讲坛吗？"", ""竹笋也买了，买回去做清明粿""]"
douyin-train-003513,douyin,train,3513,56697889278,生活日杂,梗王哈哈哈哈,0,该用户是在调侃主播的幽默表现，表达被逗乐的互动情绪而非购买意向。,4924,"[""要流泪了"", ""胡鹏鹏，帅气"", ""准备开工了"", ""东北不发货[流泪]"", ""来，眼镜拿掉，切时靠近点哈""]"
douyin-train-003538,douyin,train,3538,56697889278,生活日杂,因为他戴了眼镜,0,该用户是在调侃主播戴眼镜切洋葱时不会流泪，暗示洋葱的刺激性不够强。,4964,"[""洋葱炒鸡蛋，炒肉，做咖喱饭，生吃"", ""洋葱炒肉[爱心]"", ""戴着眼镜"", ""根切掉"", ""洋葱很耐放，这里比菜市场便宜多了""]"
douyin-train-003604,douyin,train,3604,56697889278,生活日杂,鹏鹏的眼镜蛇不见了,0,"该用户可能在幽默地调侃主播切洋葱时因辣眼睛而表现出的慌乱状态，暗示主播像""眼镜蛇""一样突然失去了之前的灵活敏捷。",5065,"[""啥时候上可复美胶原棒"", ""云南不发货[流泪]"", ""主播下午好！主播讲的很不错了！支持你们！"", ""放水里泡几分钟切就不辣眼睛了"", ""先放冰箱一晚上，刀沾水""]"
douyin-train-003623,douyin,train,3623,56697889278,生活日杂,还放香菜,0,该用户可能是在对主播展示的菜品或食材提出调味偏好，暗示希望增加香菜的用量或询问是否已包含香菜。,5092,"[""这个里面带芥末和生抽，而且味道老好了，我都多次回购了"", ""蒲公英饺子好吃吗"", ""鹏鹏憔悴了"", ""米线"", ""阿鹏好[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]""]"
douyin-train-003684,douyin,train,3684,56697889278,生活日杂,上新货啦,0,该用户可能是在提醒主播或观众注意直播间刚上架的新商品，表达了对新品的关注和兴趣。,5187,"[""茴香"", ""把答案说出来了"", ""傣徒舞，月光下的响尾蛇[微笑][微笑][微笑][微笑][微笑][微笑]"", ""有黄糯玉米吗"", ""煎也好吃""]"
douyin-train-003803,douyin,train,3803,dongfangzhenxuan,生活日杂,奶酪包最好吃的是哪个口味,1,该用户想询问直播间推荐的奶酪包最佳口味，有意向根据推荐下单购买。,5355,"[""看看冻干苹果脆"", ""免单还抽吗"", ""拍两单"", ""很甜吗"", ""桑葚干 干净吗""]"
douyin-train-003819,douyin,train,3819,dongfangzhenxuan,生活日杂,坚果的还有吗,1,该用户是在询问直播间是否还有坚果类商品库存可供购买。,5381,"[""已免单"", ""拍二单，是分二次拍的"", ""现在的福袋是什么"", ""下一个福袋免单"", ""坚果没有了""]"
douyin-train-003877,douyin,train,3877,dongfangzhenxuan,生活日杂,我已经下单了,0,该用户想表达的含义是：确认自己已完成购买行为并参与互动。,5468,"[""免單"", ""东方甄选大气"", ""拍了"", ""奶酪包热量高吗"", ""大气""]"
douyin-train-003973,douyin,train,3973,YDSZB666,珠宝首饰,黄水晶黄水晶黄水晶黄水晶,1,该用户迫切希望主播展示或介绍黄水晶产品，可能是对之前询问“黄水晶有吗”未得到回应的重复催促。,5606,"[""老板娘脖子上带的"", ""老板娘项链"", ""老实人"", ""有美颜吗"", ""黄水晶有么""]"
douyin-train-004082,douyin,train,4082,YDSZB666,珠宝首饰,7m的,1,该用户想表达的是询问或确认商品中是否有7毫米尺寸的水晶饰品。,5769,"[""配件是什么"", ""你给卖爆啦"", ""大的粉水晶"", ""她家水晶很好"", ""超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七超七""]"
douyin-train-004240,douyin,train,4240,YDSZB666,珠宝首饰,水晶老板娘脖子上的项链,1,该用户可能对主播佩戴的项链款式或材质产生了兴趣，暗示想了解商品详情或表达购买意向。,5999,"[""对比一下嘛"", ""粉水晶"", ""谢谢东哥,中福袋了[比心][比心][比心][比心][比心][比心][比心][比心][比心][比心]继续买买买"", ""源头珠宝市场,福袋18k金项链"", ""和11的对比下""]"
douyin-train-004253,douyin,train,4253,YDSZB666,珠宝首饰,这紫牙乌真好看,1,该用户被紫牙乌的饰品所吸引，表达了对这款商品的喜爱和潜在的购买意愿。,6018,"[""东哥累了吧"", ""刚刚对比一下啊"", ""紫牙乌![比心]"", ""超七!"", ""眉毛哥姐姐吗""]"
douyin-train-004422,douyin,train,4422,YDSZB666,珠宝首饰,粉水晶,1,"该用户可能是在询问或表达对直播间展示的粉水晶产品的兴趣，暗示想了解详情或有意购买。  （结合前文弹幕中频繁提及水晶类商品如""黄水晶球""""紫牙乌""等，且存在具体规格讨论，可推断当前语境为珠宝玉石类带货，""粉水晶""大概率是用户针对商品的主动提及，而非无关内容。）",6268,"[""甜甜圈"", ""莆田人吧.老板娘"", ""好我就看到天亮"", ""好漂亮[爱心][爱心][爱心][爱心][爱心]"", ""紫色的紫牙乌要8m的紫色的紫牙乌要8m的紫色的紫牙乌要8m的紫色的紫牙乌要8m的紫色的紫牙乌要8m的""]"
douyin-train-004562,douyin,train,4562,YDSZB666,珠宝首饰,来个男士的吧,1,该用户可能是希望主播推荐或展示适合男性佩戴的饰品款式。,6454,"[""K金上高货[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]"", ""来个福利吧[捂脸][捂脸][捂脸][捂脸][捂脸]"", ""超七超七超七"", ""藕粉高货"", ""东哥好辛苦""]"
douyin-train-004848,douyin,train,4848,YDSZB666,珠宝首饰,老板娘脖子上的,1,该用户可能是在询问或称赞老板娘脖子上佩戴的珠宝款式或材质。,6843,"[""方糖方糖方糖方糖"", ""平安扣"", ""方糖再加点"", ""美人条"", ""单珠单珠单珠单珠""]"
douyin-train-005014,douyin,train,5014,liuyuanyuan1991,健康养生,怀孕了能吃吗,1,该用户是在询问该产品是否适合孕妇食用，以评估自身情况下的购买安全性。,7076,"[""买了买了"", ""iphone16"", ""能瘦吗?"", ""性价比非常高哦"", ""晚上好[鼓掌][鼓掌][鼓掌]""]"
douyin-train-005026,douyin,train,5026,liuyuanyuan1991,健康养生,"已拍,什么时候可以发货?",0,该用户想确认自己下单后商品的预计发货时间，表现出对交易流程的跟进需求。,7089,"[""澳洲进口女性多维,太棒了,太棒了"", ""男的可以吃吗"", ""男土可以吃吗"", ""许愿树一发入魂"", ""交税不""]"
douyin-train-005035,douyin,train,5035,liuyuanyuan1991,健康养生,@好***[爱心],0,该用户想表达的含义是：对主播或商品表示喜爱和支持。,7108,"[""服用方法是怎样的呢?"", ""哺乳期可以吃么"", ""媛媛太美啦[打call][打call][打call][打call]"", ""真的是物超所值呀"", ""我想买一瓶""]"
