row_id,platform,split,source_index,live_id,species,content,label,official_background,all_sequence_index,context_json,input_hash,qwen_background,generation_seconds,prompt_tokens,generated_tokens,total_duration_ns,load_duration_ns,attempts,error
douyin-train-000412,douyin,train,412,56697889278,生活日杂,都甜,0,该用户是在询问主播当前展示的商品中哪一种口感更甜。,576,"[""没了没了没了"", ""保温杯看看"", ""拍不了"", ""没货了"", ""哪个更甜""]",b7b338dbae263735142eb8389b1904b49edd43568485e51fadf87352458d062e,弹幕是在回应之前关于产品甜度的讨论，表示所有产品都同样甜美。,0.6841981000034139,104,24,681497900,15788200,1,
douyin-train-000602,douyin,train,602,56697889278,生活日杂,甜吗,1,该用户是在询问直播中展示的水果或甜食的口感是否足够甜。,845,"[""是新鲜的玉米吗？"", ""鲜花饼还上吗？"", ""我是重度玉米爱好者，宇辉家的玉米买过很多次了，都很好吃"", ""嫩吗？"", ""怎么购物车里没有牛肉了""]",5572a7ed78790a4cc42cda92dbc675677df816a19218c9462fa4c3aaee9c89c1,观众想知道这款玉米的甜度如何。,0.4234645999968052,131,14,422552200,20655600,1,
douyin-train-000704,douyin,train,704,56697889278,生活日杂,太快,1,该用户可能是在抱怨直播节奏过快，导致自己来不及看清或了解商品信息。,986,"[""大家加油点点赞 大家加油点点赞 大家加油点点赞 大家加油点点赞"", ""下次去哪里"", ""品质不错"", ""为什么你直播也和董一样口气"", ""贝贝南瓜好吃""]",d1a34593bdade7f95a81f34b780af0fb87567302740aae25eca6d48060d2136f,弹幕在表达对直播节奏或产品展示速度的惊讶或期待。,0.6126490000024205,127,21,610573000,19687400,1,
douyin-train-000706,douyin,train,706,56697889278,生活日杂,贝贝南瓜单果250g，五斤应该是在十个左右呀，怎么会是 4-8个呢？,0,该用户是在质疑主播关于贝贝南瓜数量的描述存在计算误差，认为五斤按单果重量推算应包含约10个而非主播宣称的4-8个，透露出对产品规格真实性的关注。,989,"[""为什么你直播也和董一样口气"", ""贝贝南瓜好吃"", ""太快"", ""南瓜好吃"", ""5斤有几个""]",716beb156ef164b3be60d4661929a1b64d428cb61025337e46d984d06be3372b,弹幕在纠正前文关于贝贝南瓜数量的计算，认为五斤大约是十个左右，而不是四到八个。,0.8988382999959867,132,32,896547900,14676200,1,
douyin-train-000809,douyin,train,809,56697889278,生活日杂,小贝衣服,1,该用户可能是在询问或提及主播“小贝”身上穿的衣服是否有购买链接或相关商品信息。,1131,"[""怎么小黄车里没有锅"", ""干煸豆角"", ""四季豆干煸，超好吃"", ""焖饭"", ""什么时候内蒙也能发货就好了，好多都拍不了""]",252a0ebde30aea41d134418f8b27360ac0df232ed5a8353060b26680735e248e,弹幕在询问是否有小贝品牌的衣服。,0.43907320000289474,122,15,436115300,14770100,1,
douyin-train-000866,douyin,train,866,56697889278,生活日杂,大黄鱼好吃,1,该用户想表达的含义是：对直播中展示的大黄鱼产品表示认可并可能产生购买意向。  （结合前文弹幕中关于黄花鱼烹饪、新鲜度的讨论，以及“挺大一条”等对鱼品质的正面描述，可推断用户通过简短评价间接表达对商品的兴趣或认同。）,1210,"[""与辉同行值得信赖"", ""朋友们有空点赞点赞点赞点赞点赞"", ""鱼是新鲜的吗？"", ""中午好啊"", ""保温杯""]",6bffcf2d21bbf31ec7dbd328ac5b4ee184a745efcbddc2d6a62c99c04a233703,弹幕在表达对大黄鱼味道的认可，暗示产品品质不错。,0.5951392999995733,116,21,593625900,15658800,1,
douyin-train-000886,douyin,train,886,56697889278,生活日杂,鲅鱼馅说说,1,该用户想询问直播中提到的鲅鱼馅产品的具体信息或特点。,1237,"[""小姐姐真漂亮"", ""咸鸭蛋"", ""黄花鱼好吃"", ""猪蹄啥时候有"", ""中午好""]",9bc4bd3568ea2ace9365ff2d3fd2da0ee7c4f0462851ee882330c17c7d3e5c55,弹幕在询问关于鲅鱼馅的相关信息。,0.479383300000336,110,16,477207400,14595700,1,
douyin-train-000914,douyin,train,914,56697889278,生活日杂,中午好,0,该用户可能是在打招呼或活跃气氛，并未直接表达购买意向。,1272,"[""鱼要冷冻么"", ""漂亮"", ""鲜花鲜花"", ""还卖花吗"", ""管理，能不能把无聊的人踢出去""]",fb09bd09ee997d403c8a993d7d9c44a39f366ba6f7b3092fddb9e0215353d98a,当前弹幕是向主播打招呼问好。,0.4459002999938093,109,15,443725700,14872200,1,
douyin-train-000945,douyin,train,945,56697889278,生活日杂,你穿的是4号链接吗,1,该用户是在询问主播身上展示的服装是否对应商品链接中的4号款式。,1320,"[""啥时候说衣服"", ""都回家了，好好休息"", ""云南咋不发货"", ""东北的，买不了"", ""咸度如何?""]",f88846a6dd48922833304617d64d7b7c62130000570935e9bba0ea54d2b58fb0,询问主播是否在直播中展示过该商品链接。,0.49145090000820346,117,17,489247700,16034700,1,
douyin-train-000957,douyin,train,957,56697889278,生活日杂,挺不错的,1,该用户觉得直播展示的商品或内容比较满意，有潜在的购买意愿。,1337,"[""流沙"", ""与金沙蛋（麻酱风味）的那个好吃"", ""点赞点赞点赞点赞点赞点赞点赞"", ""不盐吗"", ""甘肃不发货,咋回事？""]",5c79f6a0f199e4ee2546ab1cb17775f23ca26c9d18216f7debcde2e58d253594,对产品表示认可和满意。,0.3547402000112925,118,12,353828700,16495600,1,
douyin-train-001308,douyin,train,1308,56697889278,生活日杂,裹个蛋清,0,该用户是在讨论烹饪带鱼时建议用蛋清裹鱼以提升口感或防止散开。,1807,"[""衬衣看看"", ""油要稍微多一点"", ""嘎嘎香"", ""介绍一款适合全家人用的洗发水呗"", ""一号链接带鱼段是几代""]",f227da2fa2965d5aa98e5276d912dfd8d4f0130e0e4d9c7b483194d458977ee7,弹幕是在建议将蛋清包裹在食物表面以增加口感或风味。,0.616720100006205,122,22,614366100,14389200,1,
douyin-train-001352,douyin,train,1352,56697889278,生活日杂,杯子,1,该用户可能是想询问杯子的购买链接或进一步了解杯子的相关信息。,1876,"[""看着很不错"", ""这个米皮今天刚到就吃了，特别好吃"", ""有不辣的那"", ""发膜，啥时候"", ""这个米皮看着都好吃""]",09dbc107fb8a106fa20c8992c171b2cc56d5e7e70a57272ec3a5dba5bbf46c9b,弹幕在询问是否有杯子装米皮。,0.4383624000038253,118,15,436561400,14250100,1,
douyin-train-001415,douyin,train,1415,56697889278,生活日杂,碗不错,1,该用户想表达的含义是：对这个碗感兴趣，希望购买或了解购买方式。,1969,"[""米皮没了"", ""碗可以做个链接吗"", ""没啦"", ""没了？"", ""没有了""]",6b8e778bd6ea4a2e5c79c2b8b99cc2de6dba84a9a4748c19d606457bfcb5f18b,观众在确认碗是否还有库存，同时对碗的品质表示认可。,0.6004553000093438,104,21,597890900,21212700,1,
douyin-train-001437,douyin,train,1437,56697889278,生活日杂,这米皮好吃,1,该用户想表达的含义是：这款米皮的口味令人满意，产生了购买兴趣。,2009,"[""一吃一个不吱声"", ""挺好"", ""保质期多久"", ""几号链接没辣椒"", ""没了再加""]",3022655d60185a73f783bda378d8fae7e8ccd9fba8d3c7d2ef83f252808dec6e,这米皮好吃是观众在表达对产品味道的认可和满意。,0.571635200001765,111,20,568236600,16941700,1,
douyin-train-001438,douyin,train,1438,56697889278,生活日杂,孩子吃的不说话了,0,该用户想表达的含义是：这款食物味道很好，孩子吃得专注到顾不上说话。,2010,"[""挺好"", ""保质期多久"", ""几号链接没辣椒"", ""没了再加"", ""这米皮好吃""]",c640f03218099136b63c3ad3a1ed59787ae9590b6fad1c7af5873173cc8ada5c,孩子吃了之后没有说话，可能是因为觉得食物味道好或者被食物吸引住了。,0.683547600012389,110,23,680537200,17498400,1,
douyin-train-001514,douyin,train,1514,56697889278,生活日杂,不错不错,1,该用户可能是在对主播展示的商品或当前直播内容表示认可和满意。,2119,"[""已拍加急发货"", ""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶""]",2bdf730de35d85866eb6b9256d22f9232825ce106ee82777502d2b0e1d73e403,观众对产品表示满意和认可。,0.39851529999577906,124,13,395596200,20323200,1,
douyin-train-001515,douyin,train,1515,56697889278,生活日杂,小贝吃一下南瓜好吃不,1,该用户想询问主播小贝对南瓜口感的评价，以此判断是否值得购买。,2120,"[""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶"", ""不错不错""]",b736c758c24b91fd8f94b171080918dd627280573868b98515f1a5066f510489,小贝可以尝试一下南瓜，看看是否喜欢。,0.469404499992379,126,16,464907800,16405900,1,
douyin-train-001560,douyin,train,1560,56697889278,生活日杂,回去要蒸一下好吃，煮了味会淡,0,该用户是在分享对玉米的烹饪建议，认为蒸的方式更能保留风味，暗示对产品品质的认可和潜在的购买意向。,2186,"[""5号杯子没有了吗？"", ""甜吗"", ""甜吗？？？"", ""小贝感冒了吗？"", ""空气炸锅多久可以吃？""]",2a2d5e7921bf4db4828e59c10ee7af4d1960e3e22cdb70ff1493bc0c9ab05732,弹幕是在回应之前关于空气炸锅烹饪时间的问题，表示蒸一下能保持味道更浓郁。,0.7651117999921553,123,27,762373100,14675300,1,
douyin-train-001569,douyin,train,1569,56697889278,生活日杂,内衣啥时候卖呢,1,该用户是在询问主播何时会上架或介绍内衣产品，表现出对该商品的购买兴趣和关注。,2199,"[""甜吗这个玉米"", ""蒸几分钟"", ""煮着好吃"", ""有没有甜玉米？"", ""这工作真好，爸妈天天能在直播间见一面孩子""]",982da4628b150896c7ba179633ed0571086a7a9ef1ba21de35ac138dc9bfc24d,弹幕在询问主播何时会上架内衣产品。,0.5036837999941781,118,17,500552400,20012900,1,
douyin-train-001596,douyin,train,1596,56697889278,生活日杂,有黑糯玉米吗,1,该用户是在询问直播间是否有售卖黑糯玉米这一特定品种的商品。,2242,"[""小贝状态越来越好了"", ""有香米吗"", ""保质期12个月"", ""佛手瓜是有没有"", ""西红柿啥时候有""]",5545a9c0b2fcd57a81c7b59674c7e43d2cbe20bd2c61770594faaa86aea83760,观众在询问是否有黑糯玉米这种商品。,0.4520384999923408,117,15,450049600,25307100,1,
douyin-train-001621,douyin,train,1621,56697889278,生活日杂,已拍,0,该用户想表达的含义是：我已经下单购买了（玉米）。,2272,"[""拍完了"", ""小贝好好休息"", ""是今年当季的吧"", ""是冷藏还是冷炼"", ""这玉米煮着好吃""]",9ab94b743667b8bc55a712a2577bf701c755b0645008af2baa2d8408d46e675a,用户已经完成购买，确认订单已成交。,0.44088969999575056,112,15,438815100,18476200,1,
douyin-train-001705,douyin,train,1705,56697889278,生活日杂,贝贝刚走,0,该用户想表达的含义是：主播贝贝刚刚离开直播间。,2398,"[""我要净水壶"", ""传熙中午好"", ""水果玉米好吃，上点水果玉米"", ""太累了吧"", ""玉米是熟的吗""]",d879bc67e2d572759f1cc2fe36cd7be2113f1a46c2e7eb182cbb88a5547a29f9,贝贝刚离开直播间,0.3109550999943167,115,10,307925600,17186200,1,
douyin-train-001737,douyin,train,1737,56697889278,生活日杂,紫薯有吗,1,该用户是在询问直播间是否有售卖紫薯产品。,2446,"[""今天没有番茄吗"", ""5斤有几个？"", ""非常好吃！面又甜"", ""有牛奶吗"", ""要牛奶""]",26de7278955189da47e48625c5fd4a4d21c105f67685e6b1b37a17b0d81ba87f,询问是否有紫薯。,0.32332409999798983,111,10,321030600,15288500,1,
douyin-train-001954,douyin,train,1954,56697889278,生活日杂,贝贝南瓜刚讲过，放心购买,0,该用户是在向其他观众确认主播刚刚介绍过贝贝南瓜的品质，可以放心下单购买。,2755,"[""要香油"", ""很方便"", ""玫瑰花系列啥时候上"", ""确实不辣，再回购"", ""用冷藏吗""]",69da3bed23f92543db55516cafa5ab84acef3167e67bcbfe6cffb2c85fd7721b,当前弹幕是在回应之前提到的贝贝南瓜，表示已经讲解过，可以放心购买。,0.760505899990676,116,26,759077200,24595700,1,
douyin-train-002025,douyin,train,2025,56697889278,生活日杂,我想做客服,0,该用户可能是被直播间的美食氛围感染，想参与互动或咨询产品详情，因此表达出希望加入客服团队或获取客服帮助的意愿。,2850,"[""米皮好吃"", ""我一南方人，汉中米皮吃过回购过好吃"", ""好吃不"", ""下午好"", ""真香""]",3b1db52ae285743f26020b150897de11dd72706fa4e54b2d0b6a66c4b3e2f845,当前弹幕可能是用户表达自己希望参与直播互动或提供服务的意愿。,0.6313992000068538,113,22,628332900,20325000,1,
douyin-train-002030,douyin,train,2030,56697889278,生活日杂,凉皮夹馍试一下,1,该用户想表达的是对凉皮夹馍这款产品的尝试意愿和购买兴趣。,2860,"[""可得劲儿"", ""不放辣椒 可以吃吗"", ""熙宝好吃吗？"", ""真带劲。吃"", ""真中""]",3c686fceaa70858b7dbedb7838b79f8600338d06c0984758bd1e4d3667770351,观众想尝试凉皮夹馍这个组合美食。,0.4682691000052728,118,16,465679600,18300100,1,
douyin-train-002117,douyin,train,2117,56697889278,生活日杂,不能冷藏，常温保存,0,该用户是在询问或确认产品是否需要冷藏，并表达自己更倾向于常温保存的方式。,2974,"[""配个肉夹馍"", ""河南郑州的来了"", ""有儿童去屑的洗发水吗"", ""有染发膏吗？"", ""云南场结束了吗""]",7f3a6e68153be5e5f0d137973041235ce36375481f58d3d97a9f00c3d3a780f3,弹幕在提醒商品需要常温保存，不适合冷藏。,0.5221279999968829,122,18,520577500,17252200,1,
douyin-train-002146,douyin,train,2146,56697889278,生活日杂,好好吃呀,1,该用户想表达的含义是：对直播中展示的食品表示强烈的喜爱和认可。,3013,"[""饼子卖吗？"", ""短保食品，收到就早点吃完"", ""我都在放碗里后，在微波炉加热一下更好吃，微微辣，很香"", ""吃的真香啊"", ""这个好吃""]",2072d791b19edd9827252fc0ba7b85033cb1e72f8065284c12c14178a673f8f2,弹幕在表达对食物美味的满意和享受。,0.5045134000101825,130,17,501930700,18262300,1,
douyin-train-002206,douyin,train,2206,56697889278,生活日杂,送杯子吗？,1,该用户可能在询问直播间的促销活动是否包含赠送杯子的福利，以此判断是否值得参与购买。,3097,"[""不敢相信你们直播间了！不敢相信你们直播间了！不敢相信你们直播间了！不敢相信你们直播间了！"", ""熙宝云南行唱歌有点害羞，是吗？"", ""这是什么茶"", ""平安喜乐，万事胜意"", ""下午好""]",f05bcd5d5d30f2e767fa983df5873d7e189a93dfd938cf104184413d135dfe49,观众在询问是否会有杯子作为赠品。,0.44818140000279527,138,15,445745400,15665600,1,
douyin-train-002252,douyin,train,2252,56697889278,生活日杂,里面有茉莉花吗,1,该用户是在询问直播中展示的产品是否含有茉莉花成分或原料。,3153,"[""茶叶是属于那种的"", ""有砧板吗"", ""什么口感，介绍一下"", ""什么口感"", ""什么口感介绍一下""]",56f8b51cee88f74cb0ecc35fb9082cab370ebede56c48fe830e111218e8baf4d,观众想知道这款茶是否含有茉莉花成分。,0.4807530999969458,111,16,479304600,21348300,1,
douyin-train-002261,douyin,train,2261,56697889278,生活日杂,你是不是胖了,0,该用户可能在委婉地询问主播展示的某款商品（如茶具或容器）是否比之前看起来更厚重或容量更大。,3163,"[""银水杯好漂亮"", ""红薯片有？"", ""看看9号链接"", ""玻璃杯子"", ""是纯香味还是用香精了啊""]",4cb4459dc01b0e3562b69ac744eed700fe33f9e7f961bd32d1d01686811d43a3,弹幕可能在调侃主播的体型变化，带有玩笑性质。,0.5805362000101013,116,19,577558400,22379100,1,
douyin-train-002262,douyin,train,2262,56697889278,生活日杂,太好吃了,1,该用户想表达的含义是：对当前展示的食品味道非常满意，产生了强烈的购买欲望。,3167,"[""是纯香味还是用香精了啊"", ""你是不是胖了"", ""苹果收到货和直播间一样吗"", ""看看6号链接"", ""苹果和直播间一样吗""]",269e3595ccdbf919c22e7f55ecb7a02c99eed1f77ececb6946093d42ffe78a25,观众在品尝产品后表达了对味道的满意和喜爱。,0.5270069000107469,120,18,524357500,20284700,1,
douyin-train-002266,douyin,train,2266,56697889278,生活日杂,下午好,0,该用户可能是在礼貌性地打招呼或表示自己刚进入直播间，尚未明确表达购买意向。,3175,"[""61/1.5=40.66666667"", ""能不能讲一下美早樱桃"", ""文和友酱板鸭还返场吗"", ""有没有安吉白茶？"", ""10号链接的贝贝南瓜是粉的吗？""]",4e8269a48c6cdd9bfb51324f7e0bf090a05029052ec4c881ee7cba99b25fab5d,弹幕是在直播开始时向主播问好。,0.4795689000020502,142,16,477081200,15927500,1,
douyin-train-002289,douyin,train,2289,56697889278,生活日杂,拍不了呢,1,该用户可能是在表达自己所在的地区无法下单购买当前直播中提到的商品。,3213,"[""酸吗？"", ""东北地区发货吧"", ""没货了"", ""啥时候卖炒菜铁锅呢"", ""卖不到""]",22a5085e9cbce9544d5964219da9f9207e4b0827596a5c69155b4c1a25771c05,无法进行拍摄操作。,0.3008704999956535,111,10,299379200,16511200,1,
douyin-train-002301,douyin,train,2301,56697889278,生活日杂,主播就是吃呀吃,0,该用户想表达的含义是：主播一直在试吃展示的商品（苹果）。,3230,"[""筷子上一下"", ""你的衣服好好看在哪买的"", ""苹果东北地区不发货"", ""啥时候再来个珍珠专场"", ""补货啊""]",44cf966ae7ba4b766b7675208f4cbb69b927299b91dabb5f5a17edfcdc00a862,观众在表达对主播吃东西行为的调侃和互动期待。,0.5508907999901567,116,19,548048600,18864800,1,
douyin-train-002316,douyin,train,2316,56697889278,生活日杂,中果没货,1,该用户想表达的含义是：中等大小的苹果已经售罄了。,3255,"[""沈阳为啥拍不了呢"", ""朋友们，东北黑米句句好吃"", ""没了"", ""小果看看"", ""苹果好吃""]",34dc1b8e15a53970ac788a550209fccc47a847c6f4ceb2f5df03b8df586812e8,当前弹幕是在告知观众目前中果库存已售罄。,0.5544138999975985,111,19,552086500,23872000,1,
douyin-train-002345,douyin,train,2345,56697889278,生活日杂,在超市买的洛川苹果很好吃,0,该用户是在认可洛川苹果的品质，并暗示对直播间销售的同类产品感兴趣。,3292,"[""小米面 小米面 小米面小米面小米面小米面"", ""过年时沈阳发货了！"", ""东北是真不发呀"", ""芒果"", ""买不到苹果""]",7ee9ac5b0c7797eaa2df540fd6ecb18e9055cb84d33e5b32ae0467d830769f86,弹幕在表达自己在超市购买到了品质不错的洛川苹果，并分享购买体验。,0.6831754000013461,128,24,682185100,16751000,1,
douyin-train-002387,douyin,train,2387,56697889278,生活日杂,有吃过的吗？好吃吗,1,该用户是在询问其他观众对产品的实际体验和评价，以判断是否值得购买。,3350,"[""发货太慢"", ""甜吗"", ""今天有小番茄吗"", ""不错不错"", ""黑玉米""]",5f84f996775b0da7a2892893654bb60ee2bc57b973555c5d669bf2b0b317d25c,询问是否有购买或食用体验，想了解产品味道。,0.4962890000024345,109,17,494612100,16072500,1,
douyin-train-002393,douyin,train,2393,56697889278,生活日杂,这个海参和以前的海参一样吗,1,该用户是在询问当前展示的海参产品与之前售卖过的版本在品质或口感上是否有差异。,3359,"[""有玉米须吗"", ""300克"", ""有甜一点的水果玉米吗？"", ""需要放冰箱吗"", ""5天8小时，晚上不准加班""]",e56929af0c84e0c9ce69423bf2d6efaaee28aba8a8f5b354f4ae3da2e6aa3421,观众想知道这次的海参是否和之前购买过的海参品质或口感一致。,0.670703700001468,126,23,668500500,16873800,1,
douyin-train-002430,douyin,train,2430,56697889278,生活日杂,玉米,1,该用户可能在询问直播中提到的玉米的具体品种或口感特点。,3417,"[""有杂粮米有没有"", ""黄糯玉米是不是甜度高些，？"", ""红枣红枣红枣"", ""放心购买"", ""宇辉还在云南吗？""]",1d9eca93a0c1a62639a5fb5e1d17bc780d9243ea2a37aa8d546a9cc1d3bfc4e9,弹幕在询问是否有玉米产品。,0.37828110001282766,114,13,376941700,16671700,1,
douyin-train-002433,douyin,train,2433,56697889278,生活日杂,甜糯吗,1,该用户是在询问所提到的玉米是否具有甜味和软糯的口感。,3423,"[""红枣链接"", ""有甜玉米没"", ""米线还有吗云南米线"", ""这个玉米是熟的吗，可以用微波炉吗"", ""玉米是冷冻的吗""]",6d94571b25aafe2a37d598f3db93a59b18301a4f5644e7717137382fa5b328e7,观众在询问玉米的口感是否甜且软糯。,0.5021724999969592,121,17,499981600,18853600,1,
douyin-train-002527,douyin,train,2527,56697889278,生活日杂,下午好,0,该用户可能是在礼貌性问候主播或观众，同时暗示自己刚进入直播间并准备参与互动。,3562,"[""荸荠什么时候开卖？"", ""这个豆角就是要烧熟"", ""不错"", ""大米"", ""香水""]",c814c3e96ff4c630645e2183dd4b12c61cfc5d56137e2d2c9bd3d6ac35f8c705,当前弹幕是向主播打招呼问好。,0.4285585000034189,105,15,426510700,17662100,1,
douyin-train-002530,douyin,train,2530,56697889278,生活日杂,直接炖肉,0,该用户想表达的含义是：询问这款产品是否适合直接用于炖肉烹饪。,3565,"[""大米"", ""香水"", ""下午好"", ""这四季豆嫩"", ""看着真有食欲""]",466c16d4dd1e2abc102a1cf3b8228e35425b799eda88dfb2521f5009d48a14f7,弹幕是在表达对炖肉做法的推荐或期待。,0.5106349999987287,103,18,508766100,15085600,1,
douyin-train-002595,douyin,train,2595,56697889278,生活日杂,啥时候有蒸锅,1,该用户是在询问直播间何时会上架蒸锅产品，表达了对购买蒸锅的明确需求和兴趣。,3651,"[""不粘锅什么时候有"", ""珂岸护唇膏今天还上吗"", ""具体的是怎么操作的"", ""有没有蒸锅"", ""啥时有平底锅煎锅""]",50725846896ccef89b0457e0ac0faceda9d600077b2c705a1690f8b69ad1498c,观众在询问蒸锅的到货时间。,0.43689770001219586,123,15,434860300,13985100,1,
douyin-train-002646,douyin,train,2646,56697889278,生活日杂,甜不,1,该用户是在询问直播展示的食品（可能是青团或其他甜点）的甜度如何。,3723,"[""米线还有吗"", ""牛奶小黄车和橱窗里都有"", ""甜不甜"", ""成都成都成都着急"", ""我们这里就是冷吃的""]",e93987bfd0826e40c80e4d88e794ec089cb332d556abc19b4fc1f2e6b1b5a003,弹幕在询问产品是否甜，可能是在确认口味是否符合自己的偏好。,0.628572500005248,115,22,625978600,16606900,1,
douyin-train-002671,douyin,train,2671,56697889278,生活日杂,云南米线还有嘛,1,该用户是在询问直播间是否还有云南米线这款商品在售。,3756,"[""会太甜吗"", ""深航的机票什么上？"", ""啥时候能有砧板"", ""有纯牛奶吗？"", ""纯牛奶""]",e85121eca5b0c432c9621b4963487c6224b9b65d00add765d309bf95cb370417,询问当前是否有云南米线供应。,0.3992411000072025,117,13,396855000,15271000,1,
douyin-train-002768,douyin,train,2768,56697889278,生活日杂,我看下大果,1,该用户想表达的含义是：我想了解一下大果规格的具体情况。,3901,"[""血糖高的可以吃么？"", ""非常好"", ""小香薯的特点就是甜"", ""糯吗"", ""海南红薯老好吃了""]",176f56008293bacbb961cb7aa9560f3f9c0086f2d169fc9e459d4bd980093992,用户想确认当前商品是否有大果规格。,0.4482936999993399,112,15,445764800,15954300,1,
