row_id,platform,split,source_index,live_id,species,content,label,official_background,all_sequence_index,context_json
douyin-train-000112,douyin,train,112,56697889278,生活日杂,一袋十个，四袋四十个，快更正一下,0,该用户是在纠正主播关于产品数量的错误描述，强调正确的计算方式应该是“一袋十个，四袋四十个”。,166,"[""不是一袋十个吗"", ""一袋10个，一共40个"", ""一袋10 个不是40 个"", ""什么馅的"", ""一袋到底几个""]"
douyin-train-000122,douyin,train,122,56697889278,生活日杂,好吃吗,1,该用户想询问该款蒲公英水饺的实际口感如何，以评估是否符合自己的口味偏好。,182,"[""来了"", ""看着不错"", ""好吃么"", ""有其他馅的吗"", ""这个蒲公英水饺不常见，特别好吃""]"
douyin-train-000140,douyin,train,140,56697889278,生活日杂,烤箱能不能烤,1,该用户可能是在询问直播中展示的烤箱是否具备基本的烘焙功能，想确认产品实用性以便决定是否购买。,202,"[""中午好小贝"", ""中午好"", ""已下单1号商品"", ""帅哥靓妹"", ""熙宝 小贝中午好""]"
douyin-train-000141,douyin,train,141,56697889278,生活日杂,真懂,0,该用户想表达的含义是：主播对产品特点的介绍非常专业到位，让我产生了信任感。,204,"[""已下单1号商品"", ""帅哥靓妹"", ""熙宝 小贝中午好"", ""烤箱能不能烤"", ""现在发型好看""]"
douyin-train-000147,douyin,train,147,56697889278,生活日杂,跟你哥发型一样,0,该用户可能在表达对主播当前发型的认可，暗示与某个熟悉的人（如主播的哥哥）相似，从而传递一种亲切感或赞赏。,212,"[""熙宝今天发型很乖"", ""传熙太可爱了"", ""防晒喷雾，防晒喷雾，防晒喷雾"", ""我就是"", ""乘宝贝""]"
douyin-train-000151,douyin,train,151,56697889278,生活日杂,不买看看聊天的,0,该用户想表达的含义是：我只是来参与互动闲聊的，并没有购买商品的打算。,217,"[""跟你哥发型一样"", ""小贝感冒的声音"", ""顺毛传熙"", ""不错，都是好吃的"", ""蒲公英对胃有好处""]"
douyin-train-000153,douyin,train,153,56697889278,生活日杂,小贝嗓子是不是有点不舒服啦,0,该用户注意到主播声音异常，出于关心询问其是否身体不适。,223,"[""卷钱跑路"", ""防晒喷雾，防晒喷雾，防晒喷雾，防晒喷雾，防晒喷雾，防晒喷雾"", ""微波炉可以用吗"", ""说的太对了"", ""感觉他两个人好无聊""]"
douyin-train-000161,douyin,train,161,56697889278,生活日杂,回北京了嘛,0,该用户可能在询问主播是否已经结束行程返回北京，暗示对主播动态的关注或期待后续直播安排。,237,"[""帅气"", ""什么时候卖鞋子？"", ""那肯定没有你们专业好"", ""上点海鱼"", ""拍了苹果，加急""]"
douyin-train-000178,douyin,train,178,56697889278,生活日杂,一袋一一袋一片,0,该用户想表达的含义是：询问商品是否可以按单袋或单片购买。,256,"[""烤箱可以加热吗？"", ""没有全部都是梅干扣肉的了？"", ""加油拍"", ""今天收到的潘祥记鲜花饼数量少了4个饼"", ""贝啊，你的衬衣有链接吗""]"
douyin-train-000183,douyin,train,183,56697889278,生活日杂,贝啊，衬衣链接,1,该用户是在询问主播身上所穿的衬衫是否已上架销售链接。,263,"[""懂的人都懂，加油"", ""小贝孔雀飞回北方冷了"", ""已下单23号商品"", ""给力"", ""辣么""]"
douyin-train-000190,douyin,train,190,56697889278,生活日杂,洗发水有吗,1,该用户是在询问直播间是否有售卖洗发水产品。,273,"[""美可卓有吗"", ""好吃"", ""一袋几个？"", ""小贝还吃了鸭蛋"", ""好吃吗""]"
douyin-train-000197,douyin,train,197,56697889278,生活日杂,烤奶怎么做？,1,该用户可能是对直播中展示的烤奶产品感兴趣，想了解制作方法以便购买或自制。,281,"[""真好"", ""烤奶怎么做"", ""辽宁买不了吗"", ""美女，这里面有没有破壁机？"", ""小贝看着感冒了""]"
douyin-train-000217,douyin,train,217,56697889278,生活日杂,今天喝了,0,该用户可能是在分享自己今天饮用了直播间提到的某款饮品或食材（如苹果烤奶、枸杞红枣茶等），暗示对相关产品感兴趣或希望获得更多推荐。,311,"[""苹果加些猪骨和清补凉的材料煲汤也很好喝"", ""主播介绍一下，苹果烤奶做法？？？"", ""昨天刚下了一单"", ""玲珑杯可以上一批"", ""小果多大""]"
douyin-train-000218,douyin,train,218,56697889278,生活日杂,好吃？,1,该用户可能在询问主播展示的食品（如苹果或鳕鱼）的口感和味道如何，以此判断是否值得购买。,312,"[""主播介绍一下，苹果烤奶做法？？？"", ""昨天刚下了一单"", ""玲珑杯可以上一批"", ""小果多大"", ""今天喝了""]"
douyin-train-000222,douyin,train,222,56697889278,生活日杂,苹果烤奶的杯子在几号？,1,该用户想询问苹果烤奶配套的杯子商品在直播间的上架序号或购买链接位置。,318,"[""苹果烤奶有成品吗？"", ""贝贝，烤奶，空气炸锅烤多长时间？"", ""折耳根好吃的很呀"", ""这个苹果好吃"", ""折耳根太好吃""]"
douyin-train-000229,douyin,train,229,56697889278,生活日杂,苹果很脆，大家放心买,1,该用户是在肯定苹果的品质，并推荐其他观众放心购买。,325,"[""刚吃了折耳根"", ""海参介绍一下"", ""今天喝了苹果折耳根水"", ""吃的啥"", ""苹果太大了一个都吃饱了""]"
douyin-train-000233,douyin,train,233,56697889278,生活日杂,吃的东西看看,1,该用户可能对直播中展示的食品产生了兴趣，想进一步了解或观望购买。,330,"[""苹果很脆，大家放心买"", ""咋这么红？"", ""吃不了一口"", ""回购了几次好吃"", ""苹果煮山楂水 正在喝""]"
douyin-train-000235,douyin,train,235,56697889278,生活日杂,中午好呀,0,该用户可能是在友好地打招呼，同时暗示自己刚进入直播间并开始关注直播内容。,333,"[""回购了几次好吃"", ""苹果煮山楂水 正在喝"", ""吃的东西看看"", ""美可卓全脂奶粉"", ""小果正好""]"
douyin-train-000264,douyin,train,264,56697889278,生活日杂,内蒙古怎么不发,1,该用户可能在询问为何没有内蒙古地区的商品或物流配送选项。,371,"[""小果多大"", ""我也是湖北咸宁赤壁人"", ""小米是那种黄金小米吗？"", ""苹果没有了吗？"", ""中果没有了""]"
douyin-train-000274,douyin,train,274,56697889278,生活日杂,看看衣服后面,1,该用户想表达的含义是：希望主播展示一下衣服的背面细节。,381,"[""鲜花还有吗"", ""买了中果"", ""小果是哪个？"", ""大连拍不了"", ""没了""]"
douyin-train-000276,douyin,train,276,56697889278,生活日杂,小贝感冒了吗,0,该用户可能是在询问主播提到的“小贝”相关产品（如水果品种或商品名称）是否存在质量问题或状态不佳，类似之前弹幕中对其他产品的细节询问。,384,"[""大连拍不了"", ""没了"", ""看看衣服后面"", ""苹果没有了"", ""是净重五斤吗""]"
douyin-train-000300,douyin,train,300,56697889278,生活日杂,有红枣吗？,1,该用户是在询问直播间是否有红枣产品在售。,419,"[""小贝的上衣是直播间的8号链接吗？"", ""是脆果还是沙果？"", ""中果"", ""小贝真好看呀"", ""苹果不错""]"
douyin-train-000306,douyin,train,306,56697889278,生活日杂,看一下小果,1,该用户想表达的含义是：请主播展示或详细介绍小规格的苹果产品。,427,"[""主播看一下烤奶，刚民吃的那个？"", ""没货"", ""中午好贝贝"", ""发什么快递"", ""小果也甜""]"
douyin-train-000313,douyin,train,313,56697889278,生活日杂,没有苹果啊,1,该用户想表达的含义是：直播间里没有看到他们想找的苹果商品。,437,"[""好可口"", ""讲的好"", ""下单一号商品"", ""衬衣容易起皱不"", ""出来看看衬衫""]"
douyin-train-000326,douyin,train,326,56697889278,生活日杂,羊角蜜,1,该用户可能在询问直播间是否有售卖羊角蜜这种水果。,452,"[""新来的朋友点点关注不迷路"", ""不错"", ""衬衣有紫色的吗？"", ""我买的小果嘎嘣脆苹果"", ""大家一起点点赞点赞点赞""]"
douyin-train-000328,douyin,train,328,56697889278,生活日杂,脆甜,1,该用户想表达的含义是：苹果的口感脆甜可口，值得购买。,454,"[""衬衣有紫色的吗？"", ""我买的小果嘎嘣脆苹果"", ""大家一起点点赞点赞点赞"", ""羊角蜜"", ""很好吃甜啊""]"
douyin-train-000337,douyin,train,337,56697889278,生活日杂,哪一种最甜？,1,该用户是在询问当前直播中展示的几种水果里哪个品种口感最甜。,464,"[""乳扇"", ""9号最好吃"", ""各有各的味"", ""羊角蜜是不是脆的？"", ""男士裤子有时间上吗""]"
douyin-train-000344,douyin,train,344,56697889278,生活日杂,山东甜瓜还是青州弥河银瓜最好吃,0,该用户是在对比不同产地的甜瓜品质，并强调青州弥河银瓜的口感和产地优势。,476,"[""有没有面苹果了？"", ""那种最甜"", ""衬衫看看"", ""小贝，衬衫是浅蓝色么"", ""衬衣能看一下后面吗""]"
douyin-train-000349,douyin,train,349,56697889278,生活日杂,什么瓜,1,该用户可能在询问直播中提到的瓜类产品的具体品种或品质信息。,485,"[""这个是农户还是二手贩子的瓜"", ""哪个甜一点"", ""青州弥河银瓜最好吃！"", ""哪个最甜"", ""羊角蜜还是头茬吗""]"
douyin-train-000376,douyin,train,376,56697889278,生活日杂,72号和9号哪个更甜？,1,该用户想询问主播推荐哪一款水果的口感更甜，比较的是72号和9号两个品种。,524,"[""中午好"", ""生活有点甜"", ""看一下衬衫"", ""我家猫也爱吃"", ""衬衣""]"
douyin-train-000377,douyin,train,377,56697889278,生活日杂,上一下核桃,1,该用户希望主播尽快上架或展示核桃商品以供购买。,526,"[""看一下衬衫"", ""我家猫也爱吃"", ""衬衣"", ""72号和9号哪个更甜？"", ""几号链接的瓜好吃""]"
douyin-train-000382,douyin,train,382,56697889278,生活日杂,拍不了,1,该用户想表达的含义是：商品缺货无法下单购买。,532,"[""数字代表什么意思？"", ""72号没货了"", ""羊角脆好吃"", ""羊角蜜没货了"", ""蒲公英的饺子好吃吗""]"
douyin-train-000386,douyin,train,386,56697889278,生活日杂,中午好,0,该用户可能是在打招呼的同时，暗示自己刚进入直播间并准备参与互动。,537,"[""拍不了"", ""好保存吗"", ""哪个好吃"", ""我家猫爱吃云南各种玉米"", ""72没货了""]"
douyin-train-000401,douyin,train,401,56697889278,生活日杂,衬衣几号链接,1,该用户想询问直播间展示的衬衫对应的商品购买链接编号。,559,"[""龙眼干发的啥快递"", ""拍不了，加单"", ""好吃的！以经没货了！"", ""没货了"", ""好看""]"
douyin-train-000403,douyin,train,403,56697889278,生活日杂,看看衬衫,1,该用户想表达的含义是：让主播展示或详细介绍衬衫款式。,562,"[""没货了"", ""好看"", ""衬衣几号链接"", ""博洋几号更甜？"", ""主播最甜""]"
douyin-train-000412,douyin,train,412,56697889278,生活日杂,都甜,0,该用户是在询问主播当前展示的商品中哪一种口感更甜。,576,"[""没了没了没了"", ""保温杯看看"", ""拍不了"", ""没货了"", ""哪个更甜""]"
douyin-train-000451,douyin,train,451,56697889278,生活日杂,多久,0,该用户可能是在询问商品发货或送达所需的时间。,625,"[""甜度多少"", ""炖菜里也好吃"", ""要再加热吃吗"", ""好吃"", ""小贝小贝有上洗发水吗？去屑的推荐一下""]"
douyin-train-000455,douyin,train,455,56697889278,生活日杂,糯不甜,1,该用户是在询问产品（可能是玉米或其他甜味食品）的口感是否软糯但甜度不高。,630,"[""多久"", ""炖排骨好吃"", ""看起来诱人"", ""甜不甜？"", ""是熟的加热就行？""]"
douyin-train-000489,douyin,train,489,56697889278,生活日杂,拍过，好吃,1,该用户想表达的含义是：自己之前购买过这款产品，并且对它的口味表示满意。,679,"[""可以放多久"", ""这工作真让人羡慕"", ""甜吗？"", ""蒸的时候用去袋子吗"", ""小贝哥哥耐你！""]"
douyin-train-000525,douyin,train,525,56697889278,生活日杂,水杯里边有接口吗,1,该用户想问水杯内部是否有连接或嵌入的部件设计。,736,"[""新鲜"", ""海参怎么样"", ""二号瓜哪个要甜一点？"", ""去掉袋子上锅蒸"", ""直接放蒸屉 可以吗""]"
douyin-train-000529,douyin,train,529,56697889278,生活日杂,我也是把玉米拿出来单煮,0,该用户想表达的含义是：我也选择单独煮玉米而不是连着包装袋加热。,740,"[""直接放蒸屉 可以吗"", ""水杯里边有接口吗"", ""茶叶什么时候上"", ""怎么没有窗帘了？要买窗帘"", ""这个太好吃了""]"
douyin-train-000533,douyin,train,533,56697889278,生活日杂,小贝的衬衣有吗,1,该用户是在询问主播是否有售卖小贝同款的衬衣。,745,"[""我也是把玉米拿出来单煮"", ""二号瓜哪个要甜一点"", ""美女"", ""这是糯玉米吗"", ""上衣有吗""]"
douyin-train-000535,douyin,train,535,56697889278,生活日杂,橱窗里有很多云南的货品,0,该用户可能是在询问或注意到直播间橱窗中展示的云南特产商品，并对此表现出兴趣或好奇。,750,"[""小贝的衬衣有吗"", ""宇辉还在云南吗？"", ""糯玉米蒸煮15分钟"", ""就喜欢微波炉热出来的有嚼劲的"", ""是熟的吗？""]"
douyin-train-000540,douyin,train,540,56697889278,生活日杂,保温杯你的白色保温杯,1,该用户想询问主播展示的白色保温杯是否在售或能否购买。,758,"[""小贝的保温杯"", ""保质期？"", ""糯嘛"", ""开袋蒸吗？"", ""能科普一下，为什么现在玉米都是卖熟的啊，不直接卖生的啊""]"
douyin-train-000542,douyin,train,542,56697889278,生活日杂,什么快递,0,该用户想询问商品发货时使用的快递公司是哪家。,761,"[""开袋蒸吗？"", ""能科普一下，为什么现在玉米都是卖熟的啊，不直接卖生的啊"", ""保温杯你的白色保温杯"", ""生的？"", ""有黄糯玉米吗""]"
douyin-train-000546,douyin,train,546,56697889278,生活日杂,破的赔吗？玉米,0,该用户是在询问如果收到的玉米有破损是否可以理赔。,769,"[""蓝莓橱窗里有"", ""我一般上汽蒸十几分钟"", ""粘嘛"", ""升糖吗"", ""拍了""]"
douyin-train-000550,douyin,train,550,56697889278,生活日杂,没点关注的朋友请点关注,0,该用户是在呼吁新观众关注主播以获取更多商品信息和互动机会。,773,"[""拍了"", ""破的赔吗？玉米"", ""减脂期可以吃吗"", ""和黄糯玉米哪个甜？"", ""有没有水果玉米？""]"
douyin-train-000556,douyin,train,556,56697889278,生活日杂,打印机,1,该用户可能是在询问直播间是否有打印机商品出售或相关产品介绍。,779,"[""没货了"", ""甜甜糯糯的好吃，又复购了"", ""玉米好吃"", ""与辉同行沐光而行一路光明"", ""糖人能吃不""]"
douyin-train-000571,douyin,train,571,56697889278,生活日杂,需要煮多久,1,该用户是在询问商品的烹饪时间，表现出对产品使用方法的关注和潜在的购买意向。,809,"[""太好了，我正好需要一辆自行车"", ""你们今年还卖西湖龙井茶吗？"", ""香薰"", ""怎么保存，要冷藏吗"", ""还有黑玉米没？""]"
douyin-train-000600,douyin,train,600,56697889278,生活日杂,我是重度玉米爱好者，宇辉家的玉米买过很多次了，都很好吃,1,该用户想表达的含义是：作为玉米的忠实粉丝，我对这款产品非常认可并持续复购。,842,"[""有没有黄玉米，喜欢那样老式的"", ""已经吃上了 很好吃的"", ""无限回购"", ""是新鲜的玉米吗？"", ""鲜花饼还上吗？""]"
douyin-train-000602,douyin,train,602,56697889278,生活日杂,甜吗,1,该用户是在询问直播中展示的水果或甜食的口感是否足够甜。,845,"[""是新鲜的玉米吗？"", ""鲜花饼还上吗？"", ""我是重度玉米爱好者，宇辉家的玉米买过很多次了，都很好吃"", ""嫩吗？"", ""怎么购物车里没有牛肉了""]"
douyin-train-000605,douyin,train,605,56697889278,生活日杂,袋子放微波炉里要去掉的,0,该用户是在询问或提醒使用产品时需要注意的安全事项，暗示对商品的实用性关注和潜在购买意向。,849,"[""怎么购物车里没有牛肉了"", ""甜吗"", ""甜吗？"", ""什么时候有拖地桶呀？"", ""有黄玉米么""]"
douyin-train-000632,douyin,train,632,56697889278,生活日杂,电的压力锅还有吗？,1,该用户是在询问直播间是否还有电压力锅的库存可供购买。,887,"[""有菜篮子包吗"", ""老年奶粉"", ""护膝有没有"", ""纸抽质量怎么样刚下单了"", ""我要笑富了，昨天小贝上播买了12单，宇辉上播10单，今天又买了12单""]"
douyin-train-000655,douyin,train,655,56697889278,生活日杂,还有明前茶吗,1,该用户是在询问直播间是否还有清明节前采摘的茶叶库存可供购买。,918,"[""怎么看不到我说的话？"", ""麻将席咋没有"", ""真不错"", ""会不会苦"", ""美贝美贝，吃午饭了没""]"
douyin-train-000669,douyin,train,669,56697889278,生活日杂,是不是红薯的口感,1,该用户想询问直播中展示的红薯是否具有软糯香甜的典型口感特征。,939,"[""想买南国纯椰子粉"", ""介绍一下蒲公英饺子吗？"", ""马碲能看看吗"", ""这籽能留着种吗"", ""南瓜是甜糯的吗""]"
douyin-train-000678,douyin,train,678,56697889278,生活日杂,好吃你多吃点、好吃你多吃点、,0,该用户可能是在以调侃或友善起哄的方式回应主播对食品的推荐，暗示既然主播觉得好吃就多展示或品尝一些。,957,"[""小贝31号在杭州"", ""现在不是流行哈佛汤"", ""干糯吗？"", ""怎么有两种发货时间？"", ""蓝莓有吗""]"
douyin-train-000684,douyin,train,684,56697889278,生活日杂,生食鸡蛋，生食鸡蛋,1,该用户可能在询问或提醒主播介绍生食鸡蛋的相关信息，表达了对这款产品的兴趣或需求。,964,"[""上点枸杞"", ""19号"", ""米皮"", ""蚕丝"", ""你们吃鱼啦宇辉捉的鱼""]"
douyin-train-000697,douyin,train,697,56697889278,生活日杂,贝贝卖贝贝南瓜,0,该用户是在询问主播是否会上架售卖贝贝南瓜这款商品。,977,"[""生食鸡蛋"", ""怎么蒸"", ""没货了"", ""没了"", ""没有了吗""]"
douyin-train-000704,douyin,train,704,56697889278,生活日杂,太快,1,该用户可能是在抱怨直播节奏过快，导致自己来不及看清或了解商品信息。,986,"[""大家加油点点赞 大家加油点点赞 大家加油点点赞 大家加油点点赞"", ""下次去哪里"", ""品质不错"", ""为什么你直播也和董一样口气"", ""贝贝南瓜好吃""]"
douyin-train-000706,douyin,train,706,56697889278,生活日杂,贝贝南瓜单果250g，五斤应该是在十个左右呀，怎么会是 4-8个呢？,0,该用户是在质疑主播关于贝贝南瓜数量的描述存在计算误差，认为五斤按单果重量推算应包含约10个而非主播宣称的4-8个，透露出对产品规格真实性的关注。,989,"[""为什么你直播也和董一样口气"", ""贝贝南瓜好吃"", ""太快"", ""南瓜好吃"", ""5斤有几个""]"
douyin-train-000719,douyin,train,719,56697889278,生活日杂,我的鲜花饼前天就到了,0,该用户想表达的含义是：我之前在这买的鲜花饼已经收到了，对商品配送速度感到满意。,1004,"[""中午好"", ""知道了"", ""小贝小贝斐乐的鞋"", ""家电啥时候返场啊"", ""我的鲜花饼到了""]"
douyin-train-000723,douyin,train,723,56697889278,生活日杂,南瓜好吃,1,该用户可能是在对直播中展示的南瓜产品表示认可或产生了购买意向。,1011,"[""拍了玉米"", ""保温杯看看"", ""章丘铁锅能返场吗？"", ""有没有铁锅？"", ""要不了那么长时间的""]"
douyin-train-000740,douyin,train,740,56697889278,生活日杂,红枣什么时候能上,1,该用户是在询问红枣产品的上架时间，表现出对购买该商品的兴趣和期待。,1034,"[""想买苹果"", ""我的鲜花饼是预售，还没有，好想吃了"", ""整个蒸"", ""15分钟就好了"", ""贝贝感冒啦""]"
douyin-train-000753,douyin,train,753,56697889278,生活日杂,切开蒸快一点,0,该用户想表达的含义是：建议将南瓜切开蒸制以缩短烹饪时间。,1053,"[""内蒙有运费"", ""苹果没有了"", ""面吗"", ""媳妇辛苦了"", ""我天天吃20分钟就好""]"
douyin-train-000757,douyin,train,757,56697889278,生活日杂,玉米好吃吗？姐姐,1,该用户是在询问玉米的口感或品质，同时以亲切称呼表达对主播的信任和互动意愿。,1057,"[""我天天吃20分钟就好"", ""切开蒸快一点"", ""花还有"", ""机票还有吗"", ""喝红糖水""]"
douyin-train-000795,douyin,train,795,56697889278,生活日杂,五花肉炒四季豆,0,该用户可能在分享或推荐一道家常菜的做法，表达对四季豆烹饪方式的兴趣或建议。,1111,"[""我们都是做干煸，清炒"", ""多放点油煎靠一会才放点热水炖"", ""有没有网袜"", ""我还没吃饭"", ""上次买的还没吃完""]"
douyin-train-000800,douyin,train,800,56697889278,生活日杂,干煸最好吃,1,该用户是在赞同并强调干煸四季豆是最美味的烹饪方式。,1120,"[""长春不发货呢"", ""小贝又吃上四季豆了"", ""做干煸豆角好吃"", ""身上的衬衫是链接"", ""要炒熟，不熟要中毒""]"
douyin-train-000805,douyin,train,805,56697889278,生活日杂,干煸豆角,1,该用户可能是对干煸豆角这道菜感兴趣，想询问做法或推荐相关产品。,1127,"[""加点薄荷试试"", ""小贝的衬衫"", ""上点云南产品"", ""小贝感冒了吧"", ""怎么小黄车里没有锅""]"
douyin-train-000809,douyin,train,809,56697889278,生活日杂,小贝衣服,1,该用户可能是在询问或提及主播“小贝”身上穿的衣服是否有购买链接或相关商品信息。,1131,"[""怎么小黄车里没有锅"", ""干煸豆角"", ""四季豆干煸，超好吃"", ""焖饭"", ""什么时候内蒙也能发货就好了，好多都拍不了""]"
douyin-train-000820,douyin,train,820,56697889278,生活日杂,橄榄菜炒很好吃,1,该用户想表达的含义是：橄榄菜作为配菜炒制后风味很好（可能是在回应或补充之前关于橄榄菜炒四季豆的讨论）。,1149,"[""河北河南"", ""炒肉丝"", ""四季豆焖饭"", ""在哪儿发出？"", ""还有整条的那个大列巴吗""]"
douyin-train-000827,douyin,train,827,56697889278,生活日杂,旁边的保温杯,1,该用户可能是在询问或提醒主播展示旁边摆放的保温杯产品，表达了对该商品的关注或购买意向。,1160,"[""山西的豆角焖面绝绝子！"", ""这个很好吃，恒炒肉丝"", ""米有吗"", ""炒肉丝好吃"", ""加点酸菜""]"
douyin-train-000835,douyin,train,835,56697889278,生活日杂,小贝是我湖北美女,0,该用户是在夸赞主播小贝的外貌和地域身份，表达对主播的喜爱和亲近感。,1171,"[""干煸豆角"", ""过油了"", ""过了油的"", ""过油炸"", ""买了""]"
douyin-train-000866,douyin,train,866,56697889278,生活日杂,大黄鱼好吃,1,该用户想表达的含义是：对直播中展示的大黄鱼产品表示认可并可能产生购买意向。  （结合前文弹幕中关于黄花鱼烹饪、新鲜度的讨论，以及“挺大一条”等对鱼品质的正面描述，可推断用户通过简短评价间接表达对商品的兴趣或认同。）,1210,"[""与辉同行值得信赖"", ""朋友们有空点赞点赞点赞点赞点赞"", ""鱼是新鲜的吗？"", ""中午好啊"", ""保温杯""]"
douyin-train-000870,douyin,train,870,56697889278,生活日杂,中午好,0,该用户是在参与直播互动时礼貌性地打招呼，同时表示自己正在观看直播并保持关注。,1214,"[""保温杯"", ""大黄鱼好吃"", ""黄花鱼"", ""60号胶东鲅鱼馅说说"", ""小黄鱼""]"
douyin-train-000886,douyin,train,886,56697889278,生活日杂,鲅鱼馅说说,1,该用户想询问直播中提到的鲅鱼馅产品的具体信息或特点。,1237,"[""小姐姐真漂亮"", ""咸鸭蛋"", ""黄花鱼好吃"", ""猪蹄啥时候有"", ""中午好""]"
douyin-train-000887,douyin,train,887,56697889278,生活日杂,点赞点赞点赞点赞点赞点赞点赞点赞,0,该用户可能是在积极参与直播互动，通过刷屏点赞表达对直播内容的支持或对主播的喜爱，但并未直接表现出明确的购买意向。,1239,"[""黄花鱼好吃"", ""猪蹄啥时候有"", ""中午好"", ""鲅鱼馅说说"", ""有没有荞麦面""]"
douyin-train-000902,douyin,train,902,56697889278,生活日杂,这个好吃,1,该用户想表达的含义是：这款食品看起来味道不错，我有兴趣购买。,1259,"[""这是野生的还是养殖的"", ""儿童防晒能上一下吗？"", ""刺多吗"", ""60号鲅鱼馅说说"", ""离远点看看衣服""]"
douyin-train-000910,douyin,train,910,56697889278,生活日杂,漂亮,0,该用户可能在称赞直播展示的商品外观或主播的穿搭好看。,1268,"[""看看电饭锅"", ""几号链接"", ""蒸多长时间"", ""徒手抓的，我要宇辉抓的鱼"", ""鱼要冷冻么""]"
douyin-train-000914,douyin,train,914,56697889278,生活日杂,中午好,0,该用户可能是在打招呼或活跃气氛，并未直接表达购买意向。,1272,"[""鱼要冷冻么"", ""漂亮"", ""鲜花鲜花"", ""还卖花吗"", ""管理，能不能把无聊的人踢出去""]"
douyin-train-000945,douyin,train,945,56697889278,生活日杂,你穿的是4号链接吗,1,该用户是在询问主播身上展示的服装是否对应商品链接中的4号款式。,1320,"[""啥时候说衣服"", ""都回家了，好好休息"", ""云南咋不发货"", ""东北的，买不了"", ""咸度如何?""]"
douyin-train-000957,douyin,train,957,56697889278,生活日杂,挺不错的,1,该用户觉得直播展示的商品或内容比较满意，有潜在的购买意愿。,1337,"[""流沙"", ""与金沙蛋（麻酱风味）的那个好吃"", ""点赞点赞点赞点赞点赞点赞点赞"", ""不盐吗"", ""甘肃不发货,咋回事？""]"
douyin-train-000961,douyin,train,961,56697889278,生活日杂,这俩鸭蛋什么区别,1,该用户想询问直播中展示的两种鸭蛋产品在口味或品质上的具体差异。,1344,"[""你这5号链接吗"", ""有油吗"", ""主播看看你的上衣"", ""儿童大网那种跑鞋"", ""好吃好吃已拍加急发货""]"
