row_id,platform,split,source_index,live_id,species,content,label,official_background,context_json,qwen_background,generation_seconds,prompt_tokens,generated_tokens,total_duration_ns,load_duration_ns,attempts,error
douyin-train-000704,douyin,train,704,56697889278,生活日杂,太快,1,该用户可能是在抱怨直播节奏过快，导致自己来不及看清或了解商品信息。,"[""甜不甜啊"", ""大家加油点点赞 大家加油点点赞 大家加油点点赞 大家加油点点赞"", ""下次去哪里"", ""品质不错"", ""贝贝南瓜好吃""]",弹幕在表达对产品包装或发货速度的满意。,0.5470706999913091,123,18,544880900,12584600,1,
douyin-train-000706,douyin,train,706,56697889278,生活日杂,贝贝南瓜单果250g，五斤应该是在十个左右呀，怎么会是 4-8个呢？,0,该用户是在质疑主播关于贝贝南瓜数量的描述存在计算误差，认为五斤按单果重量推算应包含约10个而非主播宣称的4-8个，透露出对产品规格真实性的关注。,"[""下次去哪里"", ""品质不错"", ""贝贝南瓜好吃"", ""太快"", ""南瓜好吃""]",当前弹幕是在质疑商家宣传的贝贝南瓜数量与实际重量之间的合理性。,0.7188420000020415,125,23,716474700,14274400,1,
douyin-train-000809,douyin,train,809,56697889278,生活日杂,小贝衣服,1,该用户可能是在询问或提及主播“小贝”身上穿的衣服是否有购买链接或相关商品信息。,"[""怎么小黄车里没有锅"", ""干煸豆角"", ""四季豆干煸，超好吃"", ""焖饭"", ""什么时候内蒙也能发货就好了，好多都拍不了""]",弹幕是在询问小贝衣服的相关信息。,0.46147629999904893,122,15,459267000,13034100,1,
douyin-train-000866,douyin,train,866,56697889278,生活日杂,大黄鱼好吃,1,该用户想表达的含义是：对直播中展示的大黄鱼产品表示认可并可能产生购买意向。  （结合前文弹幕中关于黄花鱼烹饪、新鲜度的讨论，以及“挺大一条”等对鱼品质的正面描述，可推断用户通过简短评价间接表达对商品的兴趣或认同。）,"[""与辉同行值得信赖"", ""朋友们有空点赞点赞点赞点赞点赞"", ""鱼是新鲜的吗？"", ""中午好啊"", ""保温杯""]",弹幕在表达对大黄鱼味道的认可，暗示产品品质不错。,0.6327929999970365,116,21,630882300,13279600,1,
douyin-train-000886,douyin,train,886,56697889278,生活日杂,鲅鱼馅说说,1,该用户想询问直播中提到的鲅鱼馅产品的具体信息或特点。,"[""小姐姐真漂亮"", ""咸鸭蛋"", ""黄花鱼好吃"", ""猪蹄啥时候有"", ""中午好""]",弹幕在询问关于鲅鱼馅的相关信息。,0.4862737999937963,110,16,484333100,13183200,1,
douyin-train-000914,douyin,train,914,56697889278,生活日杂,中午好,0,该用户可能是在打招呼或活跃气氛，并未直接表达购买意向。,"[""鱼要冷冻么"", ""漂亮"", ""鲜花鲜花"", ""还卖花吗"", ""管理，能不能把无聊的人踢出去""]",当前弹幕是向主播打招呼问好。,0.45248730000457726,109,15,450122200,13817000,1,
douyin-train-000945,douyin,train,945,56697889278,生活日杂,你穿的是4号链接吗,1,该用户是在询问主播身上展示的服装是否对应商品链接中的4号款式。,"[""东北为啥买不了啊"", ""啥时候说衣服"", ""都回家了，好好休息"", ""东北的，买不了"", ""咸度如何?""]",询问对方是否选择了特定的商品链接。,0.40137370000593364,118,13,398780000,14020800,1,
douyin-train-000957,douyin,train,957,56697889278,生活日杂,挺不错的,1,该用户觉得直播展示的商品或内容比较满意，有潜在的购买意愿。,"[""不错"", ""流沙"", ""与金沙蛋（麻酱风味）的那个好吃"", ""点赞点赞点赞点赞点赞点赞点赞"", ""不盐吗""]",觉得产品整体表现良好，对品质感到满意。,0.5137436000077287,113,16,490723400,14689900,1,
douyin-train-001308,douyin,train,1308,56697889278,生活日杂,裹个蛋清,0,该用户是在讨论烹饪带鱼时建议用蛋清裹鱼以提升口感或防止散开。,"[""衬衣看看"", ""油要稍微多一点"", ""嘎嘎香"", ""介绍一款适合全家人用的洗发水呗"", ""一号链接带鱼段是几代""]",弹幕是在建议将蛋清包裹在食物表面以增加口感或风味。,0.6925454000011086,122,22,690496800,13910200,1,
douyin-train-001352,douyin,train,1352,56697889278,生活日杂,杯子,1,该用户可能是想询问杯子的购买链接或进一步了解杯子的相关信息。,"[""早上买的心相印和维达现在买的价格怎么不一样2样降了6元"", ""这个碗有链接吗"", ""你吃先"", ""看着很不错"", ""这个米皮看着都好吃""]",弹幕在询问当前推荐的商品是否有杯子类的产品。,0.5285329000034835,124,17,526992200,13430300,1,
douyin-train-001415,douyin,train,1415,56697889278,生活日杂,碗不错,1,该用户想表达的含义是：对这个碗感兴趣，希望购买或了解购买方式。,"[""米皮没了"", ""碗可以做个链接吗"", ""没啦"", ""没了？"", ""没有了""]",当前弹幕是在回应之前关于碗的询问，表示对碗的肯定和认可。,0.706341600001906,104,24,704493000,13628600,1,
douyin-train-001437,douyin,train,1437,56697889278,生活日杂,这米皮好吃,1,该用户想表达的含义是：这款米皮的口味令人满意，产生了购买兴趣。,"[""没有了"", ""一吃一个不吱声"", ""挺好"", ""几号链接没辣椒"", ""没了再加""]",弹幕在表达对米皮味道的认可和喜爱。,0.5167366000096081,109,17,514829600,17662600,1,
douyin-train-001438,douyin,train,1438,56697889278,生活日杂,孩子吃的不说话了,0,该用户想表达的含义是：这款食物味道很好，孩子吃得专注到顾不上说话。,"[""一吃一个不吱声"", ""挺好"", ""几号链接没辣椒"", ""没了再加"", ""这米皮好吃""]",孩子吃了之后没有说话，可能是因为觉得好吃或者被食物吸引住了。,0.6322595000092406,112,21,630597800,15258700,1,
douyin-train-001514,douyin,train,1514,56697889278,生活日杂,不错不错,1,该用户可能是在对主播展示的商品或当前直播内容表示认可和满意。,"[""已拍加急发货"", ""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶""]",观众对产品表示认可和满意。,0.4058976999949664,124,13,403176200,14117500,1,
douyin-train-001515,douyin,train,1515,56697889278,生活日杂,小贝吃一下南瓜好吃不,1,该用户想询问主播小贝对南瓜口感的评价，以此判断是否值得购买。,"[""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶"", ""不错不错""]",小贝可以尝试一下南瓜，看看是否喜欢。,0.5000999999901978,126,16,498812500,14320200,1,
douyin-train-001560,douyin,train,1560,56697889278,生活日杂,回去要蒸一下好吃，煮了味会淡,0,该用户是在分享对玉米的烹饪建议，认为蒸的方式更能保留风味，暗示对产品品质的认可和潜在的购买意向。,"[""云南的小糯玉米好吃"", ""5号杯子没有了吗？"", ""甜吗？？？"", ""小贝感冒了吗？"", ""空气炸锅多久可以吃？""]",弹幕在回应之前关于糯玉米的讨论，表示蒸着吃更美味，煮的话味道会变淡。,0.9276046000013594,126,30,925504000,13975300,1,
douyin-train-001569,douyin,train,1569,56697889278,生活日杂,内衣啥时候卖呢,1,该用户是在询问主播何时会上架或介绍内衣产品，表现出对该商品的购买兴趣和关注。,"[""甜吗这个玉米"", ""蒸几分钟"", ""煮着好吃"", ""有没有甜玉米？"", ""这工作真好，爸妈天天能在直播间见一面孩子""]",观众在询问直播间是否即将上架内衣产品。,0.4832844000047771,118,16,482101100,15429200,1,
douyin-train-001596,douyin,train,1596,56697889278,生活日杂,有黑糯玉米吗,1,该用户是在询问直播间是否有售卖黑糯玉米这一特定品种的商品。,"[""小贝感冒了"", ""下单61号商品"", ""8只缺货了"", ""佛手瓜是有没有"", ""西红柿啥时候有""]",询问是否有黑糯玉米这种商品在售。,0.4599893999984488,116,15,458550400,15425400,1,
douyin-train-001621,douyin,train,1621,56697889278,生活日杂,已拍,0,该用户想表达的含义是：我已经下单购买了（玉米）。,"[""啥时候上可复美胶原棒？"", ""水果玉米收到了，很好吃"", ""拍完了"", ""是今年当季的吧"", ""这玉米煮着好吃""]",已经完成下单操作。,0.3168828000052599,119,10,315284900,14308400,1,
douyin-train-001705,douyin,train,1705,56697889278,生活日杂,贝贝刚走,0,该用户想表达的含义是：主播贝贝刚刚离开直播间。,"[""黑眼圈"", ""下午好"", ""养生壶去橱窗看看"", ""传熙中午好"", ""玉米是熟的吗""]",贝贝刚离开直播间,0.31683820000034757,112,10,314631000,14897000,1,
douyin-train-001737,douyin,train,1737,56697889278,生活日杂,紫薯有吗,1,该用户是在询问直播间是否有售卖紫薯产品。,"[""与辉同行，一路长虹"", ""燕麦片橱窗里面阴山燕麦"", ""今天没有番茄吗"", ""非常好吃！面又甜"", ""有牛奶吗""]",询问是否有紫薯产品。,0.34988850000081584,122,11,348493100,15280600,1,
douyin-train-001954,douyin,train,1954,56697889278,生活日杂,贝贝南瓜刚讲过，放心购买,0,该用户是在向其他观众确认主播刚刚介绍过贝贝南瓜的品质，可以放心下单购买。,"[""好吃"", ""什么时候再上银耳"", ""要香油"", ""确实不辣，再回购"", ""用冷藏吗""]",当前弹幕是在确认贝贝南瓜已经讲解过，引导观众安心购买。,0.6537653999985196,115,22,652400800,14972200,1,
douyin-train-002025,douyin,train,2025,56697889278,生活日杂,我想做客服,0,该用户可能是被直播间的美食氛围感染，想参与互动或咨询产品详情，因此表达出希望加入客服团队或获取客服帮助的意愿。,"[""真香现场"", ""我一南方人，汉中米皮吃过回购过好吃"", ""好吃不"", ""下午好"", ""真香""]",弹幕可能是在表达对商品的喜爱，同时暗示自己希望参与相关服务工作。,0.6851546999969287,113,23,683145200,13355800,1,
douyin-train-002030,douyin,train,2030,56697889278,生活日杂,凉皮夹馍试一下,1,该用户想表达的是对凉皮夹馍这款产品的尝试意愿和购买兴趣。,"[""我想做客服"", ""哪天卖铁锅"", ""不放辣椒 可以吃吗"", ""真带劲。吃"", ""真中""]",用户想尝试凉皮夹馍这个食物。,0.48647950000304263,117,15,484365300,15057800,1,
douyin-train-002117,douyin,train,2117,56697889278,生活日杂,不能冷藏，常温保存,0,该用户是在询问或确认产品是否需要冷藏，并表达自己更倾向于常温保存的方式。,"[""配个肉夹馍"", ""河南郑州的来了"", ""有儿童去屑的洗发水吗"", ""有染发膏吗？"", ""云南场结束了吗""]",弹幕在提醒商品需要常温保存，不适合冷藏。,0.5624416999926325,122,18,560156800,14153600,1,
douyin-train-002146,douyin,train,2146,56697889278,生活日杂,好好吃呀,1,该用户想表达的含义是：对直播中展示的食品表示强烈的喜爱和认可。,"[""胡萝卜"", ""饼子卖吗？"", ""我都在放碗里后，在微波炉加热一下更好吃，微微辣，很香"", ""吃的真香啊"", ""这个好吃""]",弹幕在表达对当前美食的赞赏和享受。,0.5228825000085635,123,17,520789100,14663600,1,
douyin-train-002206,douyin,train,2206,56697889278,生活日杂,送杯子吗？,1,该用户可能在询问直播间的促销活动是否包含赠送杯子的福利，以此判断是否值得参与购买。,"[""今天有茯茶"", ""熙宝云南行唱歌有点害羞，是吗？"", ""这是什么茶"", ""平安喜乐，万事胜意"", ""下午好""]",观众在询问是否会有杯子作为礼物送出。,0.45994709999649785,118,15,457850900,14986500,1,
douyin-train-002252,douyin,train,2252,56697889278,生活日杂,里面有茉莉花吗,1,该用户是在询问直播中展示的产品是否含有茉莉花成分或原料。,"[""茶叶是属于那种的"", ""有砧板吗"", ""什么口感，介绍一下"", ""什么口感"", ""什么口感介绍一下""]",观众想知道这款茶是否含有茉莉花成分。,0.48834559999522753,111,16,486714400,14207700,1,
douyin-train-002261,douyin,train,2261,56697889278,生活日杂,你是不是胖了,0,该用户可能在委婉地询问主播展示的某款商品（如茶具或容器）是否比之前看起来更厚重或容量更大。,"[""下午好"", ""银水杯好漂亮"", ""红薯片有？"", ""玻璃杯子"", ""是纯香味还是用香精了啊""]",弹幕在询问主播近期的体型变化，可能暗含对主播近况的关注或调侃。,0.77204320000601,114,26,770497600,15210500,1,
douyin-train-002262,douyin,train,2262,56697889278,生活日杂,太好吃了,1,该用户想表达的含义是：对当前展示的食品味道非常满意，产生了强烈的购买欲望。,"[""银水杯好漂亮"", ""红薯片有？"", ""玻璃杯子"", ""是纯香味还是用香精了啊"", ""你是不是胖了""]",观众在表达对当前商品味道的满意和喜爱。,0.5233948000095552,115,17,521275400,14694400,1,
douyin-train-002266,douyin,train,2266,56697889278,生活日杂,下午好,0,该用户可能是在礼貌性地打招呼或表示自己刚进入直播间，尚未明确表达购买意向。,"[""你是不是胖了"", ""太好吃了"", ""有卷纸吗？"", ""61/1.5=40.66666667"", ""文和友酱板鸭还返场吗""]",弹幕是在问候主播，表达上午的结束和下午的开始。,0.6286365999985719,130,20,627147200,14545200,1,
douyin-train-002289,douyin,train,2289,56697889278,生活日杂,拍不了呢,1,该用户可能是在表达自己所在的地区无法下单购买当前直播中提到的商品。,"[""传熙，下午好！"", ""东北地区发货"", ""东北地区发货吧"", ""没货了"", ""卖不到""]",当前弹幕表示用户无法完成购买操作。,0.4682619999948656,109,15,467084500,15688600,1,
douyin-train-002301,douyin,train,2301,56697889278,生活日杂,主播就是吃呀吃,0,该用户想表达的含义是：主播一直在试吃展示的商品（苹果）。,"[""吃的是大果吗"", ""筷子上一下"", ""你的衣服好好看在哪买的"", ""苹果东北地区不发货"", ""补货啊""]",主播在回应观众关于吃水果的提问，确认自己正在吃。,0.6065035999927204,115,20,604193200,17188600,1,
douyin-train-002316,douyin,train,2316,56697889278,生活日杂,中果没货,1,该用户想表达的含义是：中等大小的苹果已经售罄了。,"[""你手上的是什么果"", ""你的衣服在哪买的很好看"", ""朋友们，东北黑米句句好吃"", ""小果看看"", ""苹果好吃""]",当前弹幕是在告知观众目前中等尺寸的水果已经售罄，没有库存了。,0.7412146999995457,116,25,739280200,14384600,1,
douyin-train-002345,douyin,train,2345,56697889278,生活日杂,在超市买的洛川苹果很好吃,0,该用户是在认可洛川苹果的品质，并暗示对直播间销售的同类产品感兴趣。,"[""小米面 小米面 小米面小米面小米面小米面"", ""过年时沈阳发货了！"", ""东北是真不发呀"", ""芒果"", ""买不到苹果""]",弹幕在表达自己在超市购买到了品质不错的洛川苹果，并分享购买体验。,0.7266734000004362,128,24,724694200,14332500,1,
douyin-train-002387,douyin,train,2387,56697889278,生活日杂,有吃过的吗？好吃吗,1,该用户是在询问其他观众对产品的实际体验和评价，以判断是否值得购买。,"[""海参涨价了吗"", ""砂锅有吗"", ""甜吗"", ""今天有小番茄吗"", ""不错不错""]",询问之前提到的商品是否值得尝试，想了解实际口感和体验。,0.6053595999983372,112,20,602993100,13982000,1,
douyin-train-002393,douyin,train,2393,56697889278,生活日杂,这个海参和以前的海参一样吗,1,该用户是在询问当前展示的海参产品与之前售卖过的版本在品质或口感上是否有差异。,"[""咋保存？？？？？？"", ""砂锅有吗？"", ""有玉米须吗"", ""300克"", ""5天8小时，晚上不准加班""]",观众想知道这次直播中的海参是否与之前购买过的海参品质或口感相同。,0.7354443999938667,127,24,734188300,16260000,1,
douyin-train-002430,douyin,train,2430,56697889278,生活日杂,玉米,1,该用户可能在询问直播中提到的玉米的具体品种或口感特点。,"[""有杂粮米有没有"", ""黄糯玉米是不是甜度高些，？"", ""红枣红枣红枣"", ""放心购买"", ""宇辉还在云南吗？""]",弹幕在询问是否有玉米产品。,0.42490969999926165,114,13,422657300,14877400,1,
douyin-train-002433,douyin,train,2433,56697889278,生活日杂,甜糯吗,1,该用户是在询问所提到的玉米是否具有甜味和软糯的口感。,"[""放心购买"", ""宇辉还在云南吗？"", ""玉米"", ""有甜玉米没"", ""这个玉米是熟的吗，可以用微波炉吗""]",观众想知道这款玉米的口感是否甜糯。,0.4603532999899471,116,15,458393300,15917100,1,
douyin-train-002527,douyin,train,2527,56697889278,生活日杂,下午好,0,该用户可能是在礼貌性问候主播或观众，同时暗示自己刚进入直播间并准备参与互动。,"[""小传熙好[爱心]"", ""这个豆角就是要烧熟"", ""不错"", ""大米"", ""香水""]",当前弹幕是向主播打招呼，表达问候之意。,0.509478100007982,106,17,507984200,15224700,1,
douyin-train-002530,douyin,train,2530,56697889278,生活日杂,直接炖肉,0,该用户想表达的含义是：询问这款产品是否适合直接用于炖肉烹饪。,"[""大米"", ""香水"", ""下午好"", ""这四季豆嫩"", ""看着真有食欲""]",弹幕是在表达对当前菜品的烹饪方式感兴趣，希望主播直接展示炖肉的过程。,0.7323726000031456,103,25,730610700,13794800,1,
douyin-train-002595,douyin,train,2595,56697889278,生活日杂,啥时候有蒸锅,1,该用户是在询问直播间何时会上架蒸锅产品，表达了对购买蒸锅的明确需求和兴趣。,"[""我以为主播要生吃"", ""看着很不错"", ""不粘锅什么时候有"", ""有没有蒸锅"", ""啥时有平底锅煎锅""]",弹幕在询问蒸锅的到货时间。,0.49599039999884553,116,16,494363900,15691500,1,
douyin-train-002646,douyin,train,2646,56697889278,生活日杂,甜不,1,该用户是在询问直播展示的食品（可能是青团或其他甜点）的甜度如何。,"[""这是干嘛呢"", ""米线还有吗"", ""牛奶小黄车和橱窗里都有"", ""甜不甜"", ""成都成都成都着急""]",弹幕在询问产品是否甜。,0.4059891999932006,113,13,404428800,15222700,1,
douyin-train-002671,douyin,train,2671,56697889278,生活日杂,云南米线还有嘛,1,该用户是在询问直播间是否还有云南米线这款商品在售。,"[""一盒几个"", ""大米大米讲一下"", ""会太甜吗"", ""深航的机票什么上？"", ""啥时候能有砧板""]",询问是否有云南米线这个商品在售。,0.4746032999973977,117,15,472358700,17460700,1,
douyin-train-002768,douyin,train,2768,56697889278,生活日杂,我看下大果,1,该用户想表达的含义是：我想了解一下大果规格的具体情况。,"[""不发货呀"", ""好吃吗"", ""好吃"", ""白芯红心"", ""响尾蛇""]",用户想确认当前商品是否有大果规格。,0.4598659999901429,105,15,457769300,13993500,1,
douyin-train-002776,douyin,train,2776,56697889278,生活日杂,比一下大小,1,该用户想表达的含义是：希望主播展示或比较不同规格产品（如大果和中果）的实际尺寸差异。,"[""拍不了，拍不了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊"", ""甜不"", ""口感酸不酸"", ""地瓜地瓜烤地瓜[呲牙]"", ""珂岸护唇膏""]",想看看产品尺寸对比。,0.3793482000037329,142,11,377346700,14713100,1,
douyin-train-002830,douyin,train,2830,56697889278,生活日杂,沈阳拍不了,0,该用户想表达的含义是：沈阳地区不支持购买该商品。,"[""有丝？"", ""感觉好多丝？"", ""看样子有筋，没关系啦"", ""鹏鹏，我要买昨天晚上宇辉身上穿的衣服"", ""不喜欢有丝＋1""]",弹幕是在回应关于衣物材质的讨论，表示自己所在城市无法拍摄相关产品。,0.718544599993038,122,24,715965100,14183000,1,
douyin-train-002897,douyin,train,2897,56697889278,生活日杂,红的,1,该用户想表达的含义是：询问或确认直播中展示的商品是否有红色款可选。,"[""gengjiu是什么意思啊？"", ""好吃不"", ""一天班算是白上了，买了好多"", ""还有紫色也很少见，甚至物理色"", ""都不想""]",弹幕在回应前文提到的颜色选项，表示对红色产品的关注或选择。,0.6850074999965727,118,23,683282300,14588600,1,
douyin-train-002898,douyin,train,2898,56697889278,生活日杂,这个不错,1,该用户认为当前展示的商品符合自己的喜好或需求，表达了对商品的认可和潜在的购买意向。,"[""好吃不"", ""一天班算是白上了，买了好多"", ""还有紫色也很少见，甚至物理色"", ""都不想"", ""红的""]",觉得这款产品不错，可能是在认可商品的质量或外观。,0.5479570000024978,112,18,545781600,14020700,1,
douyin-train-003029,douyin,train,3029,56697889278,生活日杂,细嚼慢咽,0,该用户可能是想表达“这个食物需要慢慢品尝才能体会它的美味”。,"[""人员都撤回北京了吗"", ""一边吃一边蹦边锤胸口"", ""有抹茶粉吗"", ""蛋羹蒸南瓜"", ""鹏鹏，你昨天怎么不来元阳抓鱼""]",弹幕在提醒主播吃东西要慢慢品尝，不要狼吞虎咽。,0.6549412999884225,125,22,652763600,16772300,1,
douyin-train-003102,douyin,train,3102,56697889278,生活日杂,里面有籽没,1,该用户是在询问产品（可能是南瓜或玉米）内部是否含有籽粒。,"[""有的人真无语，东西降价了还有话说，不知道货卖当时的道理吗"", ""可以的 热量低"", ""下单"", ""保质期多久"", ""甜玉米有么？""]",询问产品是否含有玉米籽。,0.38916799999424256,124,12,387144900,15690100,1,
douyin-train-003132,douyin,train,3132,56697889278,生活日杂,你们不给答复一下吗 ？ ？ ？,0,该用户可能在催促主播尽快回答之前关于商品储存或配送问题的疑问，表达了对未获及时回应的不满和急切心情。,"[""什么辽宁不送货？"", ""拍马蹄了，煮了吃"", ""东西还是不错的"", ""上指甲刀"", ""生吃 炖汤都可以 清甜的""]",弹幕在催促商家尽快给出关于发货问题的回应。,0.5852930999972159,129,19,583990400,14373000,1,
douyin-train-003139,douyin,train,3139,56697889278,生活日杂,这个是我的最爱，我就生吃,0,该用户想表达的含义是：我非常喜欢这种产品，尤其偏好直接生吃的方式。,"[""这种南瓜能放很久，红薯放一个星期就长芽了"", ""你们直播间搞什么 ？ ？"", ""山西发货吗"", ""熟吃怎么吃"", ""可以 炖椰子鸡""]",这位观众在表达自己对这种南瓜的喜爱，特别提到喜欢生吃的方式。,0.6930462999880547,130,22,690993200,14247100,1,
douyin-train-003206,douyin,train,3206,56697889278,生活日杂,肉馅里放马蹄很好吃,1,该用户是在分享一种提升肉馅口感的烹饪技巧，暗示对马蹄作为食材的认可和购买兴趣。,"[""通风阴凉处保存"", ""清甜"", ""就像削苹果一样去皮"", ""八珍糕有吗？"", ""微甜""]",弹幕在表达对肉馅中加入马蹄这一做法的肯定和赞赏。,0.6896689999994123,117,23,688356600,15540200,1,
douyin-train-003242,douyin,train,3242,56697889278,生活日杂,芹菜的链接弹下,1,该用户希望主播提供芹菜的购买链接以便下单。,"[""鹏鹏你们都回到北京了吗"", ""喜欢吃，可惜不卖"", ""好便宜"", ""挖完累的啥也不想干了"", ""玉米""]",弹幕在询问是否有芹菜的购买链接。,0.492500000007567,117,16,490504600,19285500,1,
douyin-train-003244,douyin,train,3244,56697889278,生活日杂,甜糯吗,1,该用户是在询问直播中提到的某种食品（可能是玉米或其他甜味食材）的口感是否香甜软糯。,"[""好便宜"", ""挖完累的啥也不想干了"", ""玉米"", ""芹菜的链接弹下"", ""主播叫鹏鹏""]",询问当前商品的口感是否甜且细腻。,0.46592590000364,112,15,463657100,14179700,1,
douyin-train-003360,douyin,train,3360,56697889278,生活日杂,这鱼看起来好好吃啊,1,该用户被直播中展示的鱼所吸引，表达了对产品品质的认可和潜在的购买欲望。,"[""玉米是生的熟的"", ""指甲刀"", ""还有玉米吗"", ""红烧，清蒸"", ""哪里发货""]",弹幕在表达对当前展示的鱼的美味感到赞叹和兴趣。,0.6233751999970991,112,21,621632300,15496400,1,
douyin-train-003444,douyin,train,3444,56697889278,生活日杂,还在云南吗？,0,该用户可能在询问主播是否仍在云南进行直播带货活动，暗示对云南相关产品的持续关注或购买意向。,"[""马蹄在几号链接？马蹄在几号链接？"", ""鹏鹏[一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油]吖"", ""没休息，又上班了？"", ""今天有宇辉讲坛吗？"", ""竹笋也买了，买回去做清明粿""]",当前弹幕是在询问主播是否还在云南，可能想确认直播地点或关注主播的行程安排。,0.8491510999883758,215,27,848041700,16068300,1,
