row_id,platform,split,source_index,live_id,species,content,label,official_background,all_sequence_index,context_json,prompt_version,prompt_hash,input_hash,qwen_background_structured,raw_response,structured_object,structured_act,structured_evidence,valid_structure,validation_error,label_like_output,generation_seconds,total_generation_seconds,prompt_tokens,generated_tokens,total_duration_ns,load_duration_ns,attempts,error
douyin-train-000412,douyin,train,412,56697889278,生活日杂,都甜,0,该用户是在询问主播当前展示的商品中哪一种口感更甜。,576,"[""没了没了没了"", ""保温杯看看"", ""拍不了"", ""没货了"", ""哪个更甜""]",structured_v2,c0f466b0dcd38c809db16c21c4ef7efc64ac77edac0de07652700c90a670f471,f4ef82c756ffbf28df788203818c1b042bcad011e38711e9c7b54f0ddf98ec17,对象：保温杯；言语行为：评价；原句证据：都甜,对象：保温杯；言语行为：评价；原句证据：都甜,保温杯,评价,都甜,True,,False,0.7496516000246629,0.7496536999824457,233,21,745545000,32348300,1,
douyin-train-000602,douyin,train,602,56697889278,生活日杂,甜吗,1,该用户是在询问直播中展示的水果或甜食的口感是否足够甜。,845,"[""是新鲜的玉米吗？"", ""鲜花饼还上吗？"", ""我是重度玉米爱好者，宇辉家的玉米买过很多次了，都很好吃"", ""嫩吗？"", ""怎么购物车里没有牛肉了""]",structured_v2,89ee2979fc934b3b3540219010f63b6bf8037bafc1b35d1404679dc01bcf8e31,1ab91defb512730c55425ada26e34d97d25dde2d3ef91ab9af4e7ee0d5d2966a,对象：玉米；言语行为：询问；原句证据：甜吗,对象：玉米；言语行为：询问；原句证据：甜吗,玉米,询问,甜吗,True,,False,0.7299711999949068,0.7299727000063285,257,20,725540700,34785100,1,
douyin-train-000704,douyin,train,704,56697889278,生活日杂,太快,1,该用户可能是在抱怨直播节奏过快，导致自己来不及看清或了解商品信息。,986,"[""大家加油点点赞 大家加油点点赞 大家加油点点赞 大家加油点点赞"", ""下次去哪里"", ""品质不错"", ""为什么你直播也和董一样口气"", ""贝贝南瓜好吃""]",structured_v2,3cc9a1e8124b8afe22c9f72d76b0abd7759053f0b84cf579a7a4cb4a3e75c5c3,374316d03fccb26bd820f1fd40b519f459f7eda9215b13eb823fd4d8dd0b5a42,对象：直播；言语行为：催促；原句证据：太快,对象：直播；言语行为：催促；原句证据：太快,直播,催促,太快,True,,False,0.7321289999817964,0.7321303999924567,256,20,727232500,36860800,1,
douyin-train-000706,douyin,train,706,56697889278,生活日杂,贝贝南瓜单果250g，五斤应该是在十个左右呀，怎么会是 4-8个呢？,0,该用户是在质疑主播关于贝贝南瓜数量的描述存在计算误差，认为五斤按单果重量推算应包含约10个而非主播宣称的4-8个，透露出对产品规格真实性的关注。,989,"[""为什么你直播也和董一样口气"", ""贝贝南瓜好吃"", ""太快"", ""南瓜好吃"", ""5斤有几个""]",structured_v2,bfd46d1f840fc6fd0f5b465df201986117cca283609321bad2999d2b84d0bc72,ed4c1ae0e1adb24b980f4974d7ef44c1588a0f7d19a0eab5ca96d992d8a3f14d,对象：贝贝南瓜；言语行为：解释；原句证据：贝贝南瓜单果250g，五斤应该是在十个左右呀，怎么会是 4-8个呢？,对象：贝贝南瓜；言语行为：解释；原句证据：贝贝南瓜单果250g，五斤应该是在十个左右呀，怎么会是 4-8个呢？,贝贝南瓜,解释,贝贝南瓜单果250g，五斤应该是在十个左右呀，怎么会是 4-8个呢？,True,,False,1.5590979999979027,1.5590996000100859,261,47,1547833300,40103000,1,
douyin-train-000809,douyin,train,809,56697889278,生活日杂,小贝衣服,1,该用户可能是在询问或提及主播“小贝”身上穿的衣服是否有购买链接或相关商品信息。,1131,"[""怎么小黄车里没有锅"", ""干煸豆角"", ""四季豆干煸，超好吃"", ""焖饭"", ""什么时候内蒙也能发货就好了，好多都拍不了""]",structured_v2,eb4906df3ee5fe5943fb7b24bf73caf56f32ff9dd198030988131dd6fbe2ab76,b491b2884c105a5febae41105c1b5b102b547ab7fa7d42844655d9de216f8568,对象：小贝；言语行为：提及；原句证据：小贝衣服,对象：小贝；言语行为：提及；原句证据：小贝衣服,小贝,提及,小贝衣服,True,,False,0.7468062000116333,0.7468076999939512,251,22,743703200,36849200,1,
douyin-train-000866,douyin,train,866,56697889278,生活日杂,大黄鱼好吃,1,该用户想表达的含义是：对直播中展示的大黄鱼产品表示认可并可能产生购买意向。  （结合前文弹幕中关于黄花鱼烹饪、新鲜度的讨论，以及“挺大一条”等对鱼品质的正面描述，可推断用户通过简短评价间接表达对商品的兴趣或认同。）,1210,"[""与辉同行值得信赖"", ""朋友们有空点赞点赞点赞点赞点赞"", ""鱼是新鲜的吗？"", ""中午好啊"", ""保温杯""]",structured_v2,f4919697b6f7c30dc777242fdd46e0a845db3e220704c8e4826e8b6d6c1df380,81c2b09e5129e201b62d016ab59d80df7813f18977d26573323ad6d612e8a7cd,对象：大黄鱼；言语行为：评价；原句证据：大黄鱼好吃,对象：大黄鱼；言语行为：评价；原句证据：大黄鱼好吃,大黄鱼,评价,大黄鱼好吃,True,,False,0.8750391000066884,0.8750407000188716,244,24,850961500,41636900,1,
douyin-train-000886,douyin,train,886,56697889278,生活日杂,鲅鱼馅说说,1,该用户想询问直播中提到的鲅鱼馅产品的具体信息或特点。,1237,"[""小姐姐真漂亮"", ""咸鸭蛋"", ""黄花鱼好吃"", ""猪蹄啥时候有"", ""中午好""]",structured_v2,f8808ec13b63ab8c707f50e7dfe99f52fe943ee434b03a2577c366e1d028c32b,3958e6fa782259882746584d9780b168a24d210402c864bf27d4378c11ea7144,对象：鲅鱼馅；言语行为：询问；原句证据：鲅鱼馅说说,对象：鲅鱼馅；言语行为：询问；原句证据：鲅鱼馅说说,鲅鱼馅,询问,鲅鱼馅说说,True,,False,0.8425899999856483,0.842591699998593,239,25,839606800,22137000,1,
douyin-train-000914,douyin,train,914,56697889278,生活日杂,中午好,0,该用户可能是在打招呼或活跃气氛，并未直接表达购买意向。,1272,"[""鱼要冷冻么"", ""漂亮"", ""鲜花鲜花"", ""还卖花吗"", ""管理，能不能把无聊的人踢出去""]",structured_v2,e979bc0ef860f437457fb3827a29f6e24a5a0a5699673a16f14f4f18ca5b6499,1c1122ca62d9795380ffda23999f269f932d3039c2dd6ed9ced09792a70dc5a3,对象：未指明；言语行为：问候；原句证据：中午好,对象：未指明；言语行为：问候；原句证据：中午好,未指明,问候,中午好,True,,False,0.7971764000249095,0.7971781000087503,238,22,794274600,30845200,1,
douyin-train-000945,douyin,train,945,56697889278,生活日杂,你穿的是4号链接吗,1,该用户是在询问主播身上展示的服装是否对应商品链接中的4号款式。,1320,"[""啥时候说衣服"", ""都回家了，好好休息"", ""云南咋不发货"", ""东北的，买不了"", ""咸度如何?""]",structured_v2,a4a915b24115eb2b0d917aad77ac106069089390ff81bd438a7b064db65acf5e,26db3c2c87306455ca3caed90c3d290a2960759763beeefa6a538d29a5f3bd35,对象：主播；言语行为：询问；原句证据：你穿的是4号链接吗,对象：主播；言语行为：询问；原句证据：你穿的是4号链接吗,主播,询问,你穿的是4号链接吗,True,,False,0.8904243000142742,0.8904261999996379,246,25,887900900,31372300,1,
douyin-train-000957,douyin,train,957,56697889278,生活日杂,挺不错的,1,该用户觉得直播展示的商品或内容比较满意，有潜在的购买意愿。,1337,"[""流沙"", ""与金沙蛋（麻酱风味）的那个好吃"", ""点赞点赞点赞点赞点赞点赞点赞"", ""不盐吗"", ""甘肃不发货,咋回事？""]",structured_v2,cfb0d04a62ea0f88bdcd997e6e410206b7a0ae99be935f2348151693da8615cc,5534cfec116ba09f113370639a4eeb8c1a2fef36ba238039699c059992a61dd5,对象：未指明；言语行为：评价；原句证据：挺不错的,对象：未指明；言语行为：评价；原句证据：挺不错的,未指明,评价,挺不错的,True,,False,0.8292027999996208,0.829204599984223,247,22,825653100,32583300,1,
douyin-train-001308,douyin,train,1308,56697889278,生活日杂,裹个蛋清,0,该用户是在讨论烹饪带鱼时建议用蛋清裹鱼以提升口感或防止散开。,1807,"[""衬衣看看"", ""油要稍微多一点"", ""嘎嘎香"", ""介绍一款适合全家人用的洗发水呗"", ""一号链接带鱼段是几代""]",structured_v2,2d99df727968c23d6f53dad14df0249e65f05df2e0b5b3f84ac00a7468795755,c41231c126d27931bc2ca003076ca217ab8e2c2cfebcc791e00317416e1651a6,对象：蛋清；言语行为：包裹；原句证据：裹个蛋清,对象：蛋清；言语行为：包裹；原句证据：裹个蛋清,蛋清,包裹,裹个蛋清,True,,False,0.8217137999890838,0.8217156000027899,251,23,810861200,33838000,1,
douyin-train-001352,douyin,train,1352,56697889278,生活日杂,杯子,1,该用户可能是想询问杯子的购买链接或进一步了解杯子的相关信息。,1876,"[""看着很不错"", ""这个米皮今天刚到就吃了，特别好吃"", ""有不辣的那"", ""发膜，啥时候"", ""这个米皮看着都好吃""]",structured_v2,003ca98aaa24852c79011033998d20b4cf3f03da31f30d05c61b83f0a77ec7c4,95badbd0e9d2f8e99f3b0422c60d940da97b59364737fa498534bbc2f4e4c7f5,对象：未指明；言语行为：询问；原句证据：杯子,对象：未指明；言语行为：询问；原句证据：杯子,未指明,询问,杯子,True,,False,0.7549985999939963,0.7550004000077024,247,21,751551100,37152700,1,
douyin-train-001415,douyin,train,1415,56697889278,生活日杂,碗不错,1,该用户想表达的含义是：对这个碗感兴趣，希望购买或了解购买方式。,1969,"[""米皮没了"", ""碗可以做个链接吗"", ""没啦"", ""没了？"", ""没有了""]",structured_v2,a8fd347f4ff00dd9c1a73c36b581f3dde1ae96d930c6051e274b7b594e00e673,62bb62fbe8dbe4356bc07b3727ee5cc17df3ae60dde88e9cad1ac415ac0d0136,对象：碗；言语行为：评价；原句证据：碗不错,对象：碗；言语行为：评价；原句证据：碗不错,碗,评价,碗不错,True,,False,0.7454440000001341,0.7454456000123173,232,20,737949300,45749000,1,
douyin-train-001437,douyin,train,1437,56697889278,生活日杂,这米皮好吃,1,该用户想表达的含义是：这款米皮的口味令人满意，产生了购买兴趣。,2009,"[""一吃一个不吱声"", ""挺好"", ""保质期多久"", ""几号链接没辣椒"", ""没了再加""]",structured_v2,5ddba75d6e16e531f34e596e5ab2b40ff5fd19a6ae5442dc66362453e19e5f3b,61d54ce8b06403642e293184eb8a9c96872f39c09730731fa6b1723bf1b0389d,对象：米皮；言语行为：评价；原句证据：这米皮好吃,对象：米皮；言语行为：评价；原句证据：这米皮好吃,米皮,评价,这米皮好吃,True,,False,0.8369339000200853,0.8369353999732994,240,23,833926000,39266100,1,
douyin-train-001438,douyin,train,1438,56697889278,生活日杂,孩子吃的不说话了,0,该用户想表达的含义是：这款食物味道很好，孩子吃得专注到顾不上说话。,2010,"[""挺好"", ""保质期多久"", ""几号链接没辣椒"", ""没了再加"", ""这米皮好吃""]",structured_v2,2e31f7dad029357c2c6707985be60a4e15f86ae9220b485bf38d0b400e2a692e,a348d834c7a6fd9388e8768e18982da6a6a9b269ad8c31652ef41c77de8d6423,对象：孩子；言语行为：停止说话；原句证据：孩子吃的不说话了,对象：孩子；言语行为：停止说话；原句证据：孩子吃的不说话了,孩子,停止说话,孩子吃的不说话了,True,,False,0.8154954999918118,0.8154971999756526,239,24,813460400,35096500,1,
douyin-train-001514,douyin,train,1514,56697889278,生活日杂,不错不错,1,该用户可能是在对主播展示的商品或当前直播内容表示认可和满意。,2119,"[""已拍加急发货"", ""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶""]",structured_v2,ef59cd58b0314a22d4c3fb859eba9f85cae52f1a9911506a6726f460c312ba69,db29c7dac594d192d28bf4637ebd1054769b15df9794472db0988c61f08763af,对象：未指明；言语行为：评价；原句证据：不错不错,对象：未指明；言语行为：评价；原句证据：不错不错,未指明,评价,不错不错,True,,False,0.7294048999901861,0.7294069000054151,253,22,724985800,26650100,1,
douyin-train-001515,douyin,train,1515,56697889278,生活日杂,小贝吃一下南瓜好吃不,1,该用户想询问主播小贝对南瓜口感的评价，以此判断是否值得购买。,2120,"[""小月龄保温杯有背带吗"", ""小贝明天好好休息下吧"", ""蓝碗蓝碗蓝碗蓝碗蓝碗"", ""醪糟酸奶"", ""不错不错""]",structured_v2,3e659e7cf7ad01a0f47a69cf1018a245941ab3d830b96386f31461a82e63ccfb,1de91ae479dbf4b38cef039c5c75c510e3fec28f35449e08310f40d7a238581b,对象：小贝；言语行为：请求；原句证据：小贝吃一下南瓜好吃不,对象：小贝；言语行为：请求；原句证据：小贝吃一下南瓜好吃不,小贝,请求,小贝吃一下南瓜好吃不,True,,False,0.8927609999955166,0.8927627000084613,255,26,888813600,18865400,1,
douyin-train-001560,douyin,train,1560,56697889278,生活日杂,回去要蒸一下好吃，煮了味会淡,0,该用户是在分享对玉米的烹饪建议，认为蒸的方式更能保留风味，暗示对产品品质的认可和潜在的购买意向。,2186,"[""5号杯子没有了吗？"", ""甜吗"", ""甜吗？？？"", ""小贝感冒了吗？"", ""空气炸锅多久可以吃？""]",structured_v2,c9fdc6b636f11209a00a9d2634d97b91bff6a646f1ffb3bb5d8f29a63dea94ff,6b7cff54313c793e12df8b3c5dd0af210b54d2d11b345d3feff81ff944134473,对象：食物；言语行为：建议；原句证据：回去要蒸一下好吃，煮了味会淡,对象：食物；言语行为：建议；原句证据：回去要蒸一下好吃，煮了味会淡,食物,建议,回去要蒸一下好吃，煮了味会淡,True,,False,1.0103328000113834,1.0103343999944627,249,29,1000752600,27415300,1,
douyin-train-001569,douyin,train,1569,56697889278,生活日杂,内衣啥时候卖呢,1,该用户是在询问主播何时会上架或介绍内衣产品，表现出对该商品的购买兴趣和关注。,2199,"[""甜吗这个玉米"", ""蒸几分钟"", ""煮着好吃"", ""有没有甜玉米？"", ""这工作真好，爸妈天天能在直播间见一面孩子""]",structured_v2,1397e39a04ae970fdd634820e6616d2ca85b91c2696f9c468f2b39517d43d6fb,11fc762d820a1628b23a31aae24065428c187e1d27963fd79a3419687b452944,对象：内衣；言语行为：询问时间；原句证据：内衣啥时候卖呢,对象：内衣；言语行为：询问时间；原句证据：内衣啥时候卖呢,内衣,询问时间,内衣啥时候卖呢,True,,False,0.8226465999905486,0.8226486000057776,246,24,817440500,22967200,1,
douyin-train-001596,douyin,train,1596,56697889278,生活日杂,有黑糯玉米吗,1,该用户是在询问直播间是否有售卖黑糯玉米这一特定品种的商品。,2242,"[""小贝状态越来越好了"", ""有香米吗"", ""保质期12个月"", ""佛手瓜是有没有"", ""西红柿啥时候有""]",structured_v2,08deddbd4cfb111f0bb57ba4cfb105dd77e57f0b9bad6c870652752b2b2a399e,8c9ae0eb560308e2dacf3f5ac8a94b9785108bb305d3f68f3d643dc9320e2adf,对象：黑糯玉米；言语行为：询问；原句证据：有黑糯玉米吗,对象：黑糯玉米；言语行为：询问；原句证据：有黑糯玉米吗,黑糯玉米,询问,有黑糯玉米吗,True,,False,0.8839887999929488,0.8839903000043705,246,25,878786400,28771400,1,
douyin-train-001621,douyin,train,1621,56697889278,生活日杂,已拍,0,该用户想表达的含义是：我已经下单购买了（玉米）。,2272,"[""拍完了"", ""小贝好好休息"", ""是今年当季的吧"", ""是冷藏还是冷炼"", ""这玉米煮着好吃""]",structured_v2,bc08ea5e646433cfcebea7f66ded0201a2e42f6f64261bd54eba52cbc0420170,77765160d81a22bf0e1598bc01262d66f16d5d00bbaff98bd747377efea2dfd6,对象：商品；言语行为：确认；原句证据：已拍,对象：商品；言语行为：确认；原句证据：已拍,商品,确认,已拍,True,,False,0.7518965000053868,0.7518981999892276,241,20,748761200,27075400,1,
douyin-train-001705,douyin,train,1705,56697889278,生活日杂,贝贝刚走,0,该用户想表达的含义是：主播贝贝刚刚离开直播间。,2398,"[""我要净水壶"", ""传熙中午好"", ""水果玉米好吃，上点水果玉米"", ""太累了吧"", ""玉米是熟的吗""]",structured_v2,6f459d455a113dd7dc10a42143169aeb72a623a13af0c9343d6eedbfdc46f7ff,949836b4daecd6d21926c99154dc6d28879fe56b139f9888e8a2c97bbabac293,对象：贝贝；言语行为：离开；原句证据：贝贝刚走,对象：贝贝；言语行为：离开；原句证据：贝贝刚走,贝贝,离开,贝贝刚走,True,,False,0.8300732999923639,0.8300753000075929,244,23,824878000,24024100,1,
douyin-train-001737,douyin,train,1737,56697889278,生活日杂,紫薯有吗,1,该用户是在询问直播间是否有售卖紫薯产品。,2446,"[""今天没有番茄吗"", ""5斤有几个？"", ""非常好吃！面又甜"", ""有牛奶吗"", ""要牛奶""]",structured_v2,f33c87b8f19f5422b5c2e658265253b20a51ef8283259ee758ee853b1fa56861,770353916c7251d33118c6efa0523bdbe9b08b924780da6e2c9f76c333668c4c,对象：紫薯；言语行为：询问；原句证据：紫薯有吗,对象：紫薯；言语行为：询问；原句证据：紫薯有吗,紫薯,询问,紫薯有吗,True,,False,0.839132699999027,0.8391343000112101,239,23,833357900,36054000,1,
douyin-train-001954,douyin,train,1954,56697889278,生活日杂,贝贝南瓜刚讲过，放心购买,0,该用户是在向其他观众确认主播刚刚介绍过贝贝南瓜的品质，可以放心下单购买。,2755,"[""要香油"", ""很方便"", ""玫瑰花系列啥时候上"", ""确实不辣，再回购"", ""用冷藏吗""]",structured_v2,35912c6f187b93f0e33faaee480766372f5c121eaf1d1a4eb39d8235659c60c8,168fa619a771b1e5ded3f82fbecd1462018c13844b8197c968daca2d8fd67a1d,对象：贝贝南瓜；言语行为：告知；原句证据：贝贝南瓜刚讲过，放心购买,对象：贝贝南瓜；言语行为：告知；原句证据：贝贝南瓜刚讲过，放心购买,贝贝南瓜,告知,贝贝南瓜刚讲过，放心购买,True,,False,0.9975603999919258,0.9975624000071548,245,29,995896400,27061400,1,
douyin-train-002025,douyin,train,2025,56697889278,生活日杂,我想做客服,0,该用户可能是被直播间的美食氛围感染，想参与互动或咨询产品详情，因此表达出希望加入客服团队或获取客服帮助的意愿。,2850,"[""米皮好吃"", ""我一南方人，汉中米皮吃过回购过好吃"", ""好吃不"", ""下午好"", ""真香""]",structured_v2,bdcf627db717ec83487dbcabbdf3f47326259dfa7bac89f59f5c7a9a48071102,f537ac5ae893bc0927f89e87c8a8726e345d36774f88f4669184dab1b86b21ae,对象：客服；言语行为：表达意愿；原句证据：我想做客服,对象：客服；言语行为：表达意愿；原句证据：我想做客服,客服,表达意愿,我想做客服,True,,False,0.7614162999961991,0.7614180000091437,242,22,758876100,14299400,1,
douyin-train-002030,douyin,train,2030,56697889278,生活日杂,凉皮夹馍试一下,1,该用户想表达的是对凉皮夹馍这款产品的尝试意愿和购买兴趣。,2860,"[""可得劲儿"", ""不放辣椒 可以吃吗"", ""熙宝好吃吗？"", ""真带劲。吃"", ""真中""]",structured_v2,11abb647910143c5e54ecc3fe21b1134c5fc0105278d4789f48edbd35d3af26b,7ff8d7b07e8eb2cef890a0db63d6510387b5db3927bff12ed11efb94f902775d,对象：凉皮夹馍；言语行为：尝试；原句证据：凉皮夹馍试一下,对象：凉皮夹馍；言语行为：尝试；原句证据：凉皮夹馍试一下,凉皮夹馍,尝试,凉皮夹馍试一下,True,,False,0.918030800006818,0.9180325999914203,246,27,915403100,31994800,1,
douyin-train-002117,douyin,train,2117,56697889278,生活日杂,不能冷藏，常温保存,0,该用户是在询问或确认产品是否需要冷藏，并表达自己更倾向于常温保存的方式。,2974,"[""配个肉夹馍"", ""河南郑州的来了"", ""有儿童去屑的洗发水吗"", ""有染发膏吗？"", ""云南场结束了吗""]",structured_v2,9edf94a481defb35ce9f166bf159e4ced006c40e113d0242f5a978a4e30c462d,6be55f8b8062639f4747cc8be1aadc1a593bad6b4e71c5c6511981f17e31390c,对象：产品；言语行为：说明；原句证据：不能冷藏，常温保存,对象：产品；言语行为：说明；原句证据：不能冷藏，常温保存,产品,说明,不能冷藏，常温保存,True,,False,0.8107733999786433,0.810774899990065,250,24,808224700,28452000,1,
douyin-train-002146,douyin,train,2146,56697889278,生活日杂,好好吃呀,1,该用户想表达的含义是：对直播中展示的食品表示强烈的喜爱和认可。,3013,"[""饼子卖吗？"", ""短保食品，收到就早点吃完"", ""我都在放碗里后，在微波炉加热一下更好吃，微微辣，很香"", ""吃的真香啊"", ""这个好吃""]",structured_v2,10c7195c96be709a1f6ee27edaefc271d0477f65a9e94b47efd1a1fb88231c85,be2e140f12c826cb688a1b8f8fc396506ffeff8ae91d68ca4c6e735dea0a1a03,对象：食品；言语行为：评价；原句证据：好好吃呀,对象：食品；言语行为：评价；原句证据：好好吃呀,食品,评价,好好吃呀,True,,False,0.7411090999958105,0.7411107999796513,258,21,738836800,26241700,1,
